job_id,arrival_time_min,arrival_congestion_score,shift_bucket
J0001,0,0.10489014883061659,EARLY
J0002,28,0.3890857547838412,EARLY
J0003,31,0.4358610914245216,EARLY
J0004,31,0.4358610914245216,EARLY
J0005,44,0.6520198440822111,EARLY
J0006,46,0.6846208362863219,EARLY
J0007,48,0.7143869596031183,EARLY
J0008,51,0.7583274273564847,EARLY
J0009,54,0.8001417434443658,EARLY
J0010,59,0.8639262934089299,EARLY
J0011,61,0.8873139617292701,EARLY
J0012,63,0.9085754783841248,EARLY
J0013,66,0.9369241672572644,EARLY
J0014,69,0.96243798724309,EARLY
J0015,73,0.9907866761162295,EARLY
J0016,75,1.0021261516654856,EARLY
J0017,76,1.0063784549964565,EARLY
J0018,76,1.0063784549964565,EARLY
J0019,77,1.0077958894401136,EARLY
J0020,78,1.0077958894401136,EARLY
J0021,84,0.9992912827781716,EARLY
J0022,85,0.9964564138908576,EARLY
J0023,86,0.9922041105598868,EARLY
J0024,87,0.9865343727852588,EARLY
J0025,87,0.9865343727852588,EARLY
J0026,89,0.9702338766832034,EARLY
J0027,90,0.961020552799433,EARLY
J0028,91,0.9503897944720057,EARLY
J0029,93,0.929128277817151,EARLY
J0030,93,0.929128277817151,EARLY
J0031,93,0.929128277817151,EARLY
J0032,94,0.9142452161587526,EARLY
J0033,102,0.7866761162296244,EARLY
J0034,108,0.6888731396172928,EARLY
J0035,109,0.6725726435152375,EARLY
J0036,112,0.620127569099929,EARLY
J0037,125,0.3968816442239546,EARLY
J0038,158,0.11268603827072995,EARLY
J0039,187,0.2069454287739192,EARLY
J0040,189,0.22466335931963147,EARLY
J0041,190,0.23316796598157333,EARLY
J0042,213,0.4847625797306875,EARLY
J0043,224,0.625797306874557,EARLY
J0044,229,0.7016300496102056,EARLY
J0045,230,0.7158043940467754,EARLY
J0046,235,0.781715095676825,EARLY
J0047,236,0.7937632884479093,EARLY
J0048,238,0.8150248051027641,EARLY
J0049,241,0.8447909284195605,MID
J0050,241,0.8447909284195606,MID
J0051,241,0.8447909284195605,MID
J0052,243,0.8575478384124734,MID
J0053,247,0.8773919206236712,MID
J0054,248,0.8816442239546421,MID
J0055,249,0.8844790928419561,MID
J0056,250,0.8866052445074416,MID
J0057,250,0.8866052445074416,MID
J0058,253,0.8866052445074416,MID
J0059,253,0.8866052445074416,MID
J0060,257,0.8752657689581856,MID
J0061,259,0.8667611622962438,MID
J0062,267,0.8291991495393338,MID
J0063,270,0.81218993621545,MID
J0064,277,0.7654145995747696,MID
J0065,280,0.7420269312544296,MID
J0066,281,0.732813607370659,MID
J0067,281,0.732813607370659,MID
J0068,284,0.6966690290574061,MID
J0069,285,0.6839121190644933,MID
J0070,286,0.6697377746279235,MID
J0071,292,0.5797306874557052,MID
J0072,298,0.4897236002834869,MID
J0073,301,0.445074415308292,MID
J0074,321,0.23316796598157336,MID
J0075,322,0.22466335931963147,MID
J0076,412,0.22466335931963147,MID
J0077,419,0.29695251594613753,MID
J0078,426,0.36711552090715804,MID
J0079,437,0.4755492558469171,MID
J0080,440,0.5010630758327427,MID
J0081,443,0.5223245924875974,MID
J0082,448,0.550673281360737,MID
J0083,450,0.5591778880226789,MID
J0084,452,0.5648476257973069,MID
J0085,453,0.5662650602409639,MID
J0086,462,0.5662650602409639,MID
J0087,462,0.5662650602409639,MID
J0088,465,0.5591778880226789,MID
J0089,465,0.5591778880226789,MID
J0090,470,0.5343727852586818,MID
J0091,471,0.5279943302622254,MID
J0092,476,0.49184975194897235,MID
J0093,478,0.47484053862508857,MID
J0094,485,0.40963855421686746,LATE
J0095,487,0.3890857547838412,LATE
J0096,523,0.06591070163004961,LATE
