job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,53,53,0,0
J0002,73,45,0,0
J0003,90,59,0,0
J0004,86,55,0,0
J0005,98,54,0,0
J0006,113,67,10,0
J0007,112,64,0,0
J0008,121,70,9,0
J0009,119,65,13,0
J0010,123,64,12,0
J0011,133,72,26,0
J0012,143,80,25,0
J0013,138,72,20,0
J0014,149,80,25,0
J0015,159,86,29,0
J0016,174,99,35,0
J0017,177,101,45,0
J0018,183,107,55,0
J0019,172,95,37,0
J0020,173,95,38,0
J0021,198,114,59,0
J0022,179,94,43,0
J0023,199,113,64,0
J0024,200,113,60,0
J0025,207,120,71,0
J0026,203,114,63,0
J0027,221,131,83,0
J0028,210,119,62,0
J0029,219,126,75,0
J0030,228,135,88,0
J0031,230,137,82,0
J0032,233,139,88,0
J0033,245,143,94,0
J0034,247,139,85,0
J0035,248,139,94,0
J0036,254,142,91,0
J0037,275,150,92,0
J0038,254,96,50,0
J0039,273,86,28,0
J0040,284,95,36,0
J0041,265,75,22,0
J0042,271,58,8,0
J0043,294,70,2,0
J0044,299,70,20,0
J0045,297,67,19,0
J0046,309,74,24,0
J0047,321,85,36,0
J0048,299,61,12,0
J0049,321,80,25,0
J0050,306,65,21,0
J0051,321,80,31,0
J0052,333,90,27,0
J0053,334,87,29,0
J0054,340,92,49,0
J0055,346,97,48,0
J0056,345,95,46,0
J0057,360,110,62,0
J0058,362,109,55,0
J0059,368,115,65,0
J0060,378,121,62,0
J0061,371,112,46,0
J0062,380,113,69,0
J0063,370,100,48,0
J0064,397,120,61,0
J0065,399,119,53,0
J0066,403,122,73,0
J0067,422,141,91,0
J0068,427,143,87,0
J0069,426,141,91,0
J0070,400,114,67,0
J0071,412,120,67,0
J0072,428,130,73,0
J0073,452,151,84,0
J0074,420,99,49,0
J0075,445,123,72,0
J0076,469,57,0,0
J0077,467,48,3,0
J0078,474,48,2,0
J0079,488,51,0,0
J0080,491,51,4,0
J0081,499,56,7,0
J0082,513,65,16,0
J0083,512,62,14,0
J0084,525,73,18,0
J0085,532,79,34,0
J0086,515,53,0,0
J0087,538,76,24,0
J0088,544,79,10,0
J0089,550,85,20,0
J0090,551,81,25,0
J0091,557,86,34,0
J0092,572,96,47,0
J0093,578,100,43,0
J0094,580,95,46,0
J0095,601,114,63,0
J0096,587,64,0,0
