job_id,op_seq,machine_id,stage_name,proc_time_nominal_min,proc_time_observed_min,machine_latent_log,shift_latent_log,instance_latent_log,regime_log,congestion_log,commodity_log,moisture_log,idio_log,additive_pause_min,arrival_congestion_score,shift_bucket,commodity,moisture_class
J0001,1,WB1,WEIGH_IN,7,7,-0.01607,0.00973,0.0091,0.02,0.0021,0.0,0.0,0.00435,0,0.10489,EARLY,SOY,WET
J0001,1,WB2,WEIGH_IN,7,8,0.03069,0.00973,0.0091,0.02,0.0021,0.0,0.0,0.00037,0,0.10489,EARLY,SOY,WET
J0001,1,WB3,WEIGH_IN,7,7,-0.01276,0.00973,0.0091,0.02,0.0021,0.0,0.0,0.02526,0,0.10489,EARLY,SOY,WET
J0001,1,WB4,WEIGH_IN,7,7,-0.01693,0.00973,0.0091,0.02,0.0021,0.0,0.0,-0.00403,0,0.10489,EARLY,SOY,WET
J0001,2,LAB1,SAMPLE_CLASSIFY,14,16,0.03362,0.00128,0.01607,0.03,0.00367,0.02,0.045,0.00764,0,0.10489,EARLY,SOY,WET
J0001,2,LAB2,SAMPLE_CLASSIFY,13,14,-0.01558,0.00128,0.01607,0.03,0.00367,0.02,0.045,-0.0167,0,0.10489,EARLY,SOY,WET
J0001,2,LAB3,SAMPLE_CLASSIFY,15,19,0.11118,0.00128,0.01607,0.03,0.00367,0.02,0.045,0.01587,0,0.10489,EARLY,SOY,WET
J0001,3,HOP1,UNLOAD,29,27,-0.15597,0.00678,-0.01068,0.04,0.00524,0.01,0.028,0.0183,0,0.10489,EARLY,SOY,WET
J0001,3,HOP2,UNLOAD,26,27,-0.05389,0.00678,-0.01068,0.04,0.00524,0.01,0.028,0.00794,0,0.10489,EARLY,SOY,WET
J0001,3,HOP6,UNLOAD,24,30,0.07457,0.00678,-0.01068,0.04,0.00524,0.01,0.028,0.07591,0,0.10489,EARLY,SOY,WET
J0001,4,WB1,WEIGH_OUT,5,5,-0.01607,-0.0016,-0.00118,0.015,0.00157,0.0,0.0,0.00985,0,0.10489,EARLY,SOY,WET
J0001,4,WB2,WEIGH_OUT,6,7,0.03069,-0.0016,-0.00118,0.015,0.00157,0.0,0.0,-0.00384,1,0.10489,EARLY,SOY,WET
J0001,4,WB3,WEIGH_OUT,6,6,-0.01276,-0.0016,-0.00118,0.015,0.00157,0.0,0.0,-0.02984,0,0.10489,EARLY,SOY,WET
J0001,4,WB4,WEIGH_OUT,6,6,-0.01693,-0.0016,-0.00118,0.015,0.00157,0.0,0.0,0.02935,0,0.10489,EARLY,SOY,WET
J0002,1,WB1,WEIGH_IN,7,7,-0.01607,0.00973,0.0091,0.02,0.00778,0.0,0.0,0.00733,0,0.38909,EARLY,CORN,NORMAL
J0002,1,WB2,WEIGH_IN,7,8,0.03069,0.00973,0.0091,0.02,0.00778,0.0,0.0,0.01275,0,0.38909,EARLY,CORN,NORMAL
J0002,1,WB3,WEIGH_IN,7,7,-0.01276,0.00973,0.0091,0.02,0.00778,0.0,0.0,0.02081,0,0.38909,EARLY,CORN,NORMAL
J0002,1,WB4,WEIGH_IN,7,7,-0.01693,0.00973,0.0091,0.02,0.00778,0.0,0.0,0.02469,0,0.38909,EARLY,CORN,NORMAL
J0002,2,LAB1,SAMPLE_CLASSIFY,10,11,0.03362,0.00128,0.01607,0.03,0.01362,0.0,0.0,0.01605,0,0.38909,EARLY,CORN,NORMAL
J0002,2,LAB2,SAMPLE_CLASSIFY,10,10,-0.01558,0.00128,0.01607,0.03,0.01362,0.0,0.0,-0.04705,0,0.38909,EARLY,CORN,NORMAL
J0002,2,LAB3,SAMPLE_CLASSIFY,13,16,0.11118,0.00128,0.01607,0.03,0.01362,0.0,0.0,0.02772,0,0.38909,EARLY,CORN,NORMAL
J0002,3,HOP1,UNLOAD,22,20,-0.15597,0.00678,-0.01068,0.04,0.01945,0.0,0.0,0.01648,0,0.38909,EARLY,CORN,NORMAL
J0002,3,HOP3,UNLOAD,25,30,0.1007,0.00678,-0.01068,0.04,0.01945,0.0,0.0,0.02297,0,0.38909,EARLY,CORN,NORMAL
J0002,3,HOP4,UNLOAD,19,22,0.13014,0.00678,-0.01068,0.04,0.01945,0.0,0.0,-0.05619,0,0.38909,EARLY,CORN,NORMAL
J0002,3,HOP6,UNLOAD,18,23,0.07457,0.00678,-0.01068,0.04,0.01945,0.0,0.0,-0.01299,3,0.38909,EARLY,CORN,NORMAL
J0002,4,WB1,WEIGH_OUT,6,6,-0.01607,-0.0016,-0.00118,0.015,0.00584,0.0,0.0,0.00589,0,0.38909,EARLY,CORN,NORMAL
J0002,4,WB2,WEIGH_OUT,6,6,0.03069,-0.0016,-0.00118,0.015,0.00584,0.0,0.0,-0.02162,0,0.38909,EARLY,CORN,NORMAL
J0002,4,WB3,WEIGH_OUT,6,6,-0.01276,-0.0016,-0.00118,0.015,0.00584,0.0,0.0,0.00582,0,0.38909,EARLY,CORN,NORMAL
J0002,4,WB4,WEIGH_OUT,6,6,-0.01693,-0.0016,-0.00118,0.015,0.00584,0.0,0.0,-0.01351,0,0.38909,EARLY,CORN,NORMAL
J0003,1,WB1,WEIGH_IN,7,7,-0.01607,0.00973,0.0091,0.02,0.00872,0.0,0.0,-0.01988,0,0.43586,EARLY,SOY,WET
J0003,1,WB2,WEIGH_IN,8,9,0.03069,0.00973,0.0091,0.02,0.00872,0.0,0.0,-0.01402,0,0.43586,EARLY,SOY,WET
J0003,1,WB3,WEIGH_IN,8,8,-0.01276,0.00973,0.0091,0.02,0.00872,0.0,0.0,-0.02021,0,0.43586,EARLY,SOY,WET
