job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,31,271,310,240,279,240,-8,10,0,8,18,1.5757,6.0632,3.4294,49,EARLY
J0002,40,340,355,300,315,300,-8,10,0,8,18,1.5757,6.0632,-20.4748,46,EARLY
J0003,45,345,398,300,353,300,6,10,0,8,18,1.5757,6.0632,3.4828,47,EARLY
J0004,45,345,401,300,356,300,-8,10,9,8,18,1.5757,6.0632,11.7619,54,EARLY
J0005,46,286,310,240,264,240,-8,5,0,8,18,1.5757,6.0632,-6.7626,43,EARLY
J0006,49,349,399,300,350,300,6,10,0,8,18,1.5757,6.0632,0.0184,49,EARLY
J0007,54,354,381,300,327,300,6,0,0,8,18,1.5757,6.0632,-12.8412,49,EARLY
J0008,56,356,433,300,377,300,6,10,0,8,18,1.5757,6.0632,27.4596,46,EARLY
J0009,62,362,399,300,337,300,-8,10,9,8,18,1.5757,6.0632,-7.8311,51,EARLY
J0010,72,372,408,300,336,300,-8,5,9,8,18,1.5757,6.0632,-3.655,48,EARLY
J0011,73,313,329,240,256,240,-8,5,0,8,18,1.5757,6.0632,-14.7121,41,EARLY
J0012,75,315,333,240,258,240,-8,0,0,8,18,1.5757,6.0632,-7.8259,44,EARLY
J0013,82,382,430,300,348,300,-8,10,0,8,18,1.5757,6.0632,12.7766,47,EARLY
J0014,83,383,413,300,330,300,-8,0,0,8,18,1.5757,6.0632,4.0476,44,EARLY
J0015,85,385,437,300,352,300,6,0,9,8,18,1.5757,6.0632,3.824,48,EARLY
J0016,85,325,368,240,283,240,-8,0,9,8,18,1.5757,6.0632,7.9508,54,EARLY
J0017,90,390,409,300,319,300,-8,10,0,8,18,1.5757,6.0632,-16.7289,46,EARLY
J0018,91,391,386,300,295,300,6,0,0,8,18,1.5757,6.0632,-44.2329,46,EARLY
J0019,92,332,365,240,273,240,-8,10,9,8,18,1.5757,6.0632,-11.5514,55,EARLY
J0020,96,366,364,270,268,270,6,10,0,8,18,1.5757,6.0632,-51.1584,47,EARLY
J0021,100,400,444,300,344,300,-8,10,9,8,18,1.5757,6.0632,-0.2949,53,EARLY
J0022,100,400,429,300,329,300,-8,0,0,8,18,1.5757,6.0632,3.0551,47,EARLY
J0023,112,382,428,270,316,270,-8,0,9,8,18,1.5757,6.0632,11.5401,51,EARLY
J0024,121,361,416,240,295,240,-8,10,0,8,18,1.5757,6.0632,19.5318,47,EARLY
J0025,124,424,473,300,349,300,6,10,0,8,18,1.5757,6.0632,-0.5549,45,EARLY
J0026,164,464,482,300,318,300,6,5,0,8,18,1.5757,6.0632,-26.8781,42,EARLY
J0027,180,420,431,240,251,240,-8,0,-5,8,18,1.5757,6.0632,-9.3262,46,EARLY
J0028,191,491,556,300,365,300,-8,0,0,8,18,1.5757,6.0632,39.6819,50,EARLY
J0029,194,494,559,300,365,300,6,10,0,8,18,1.5757,6.0632,15.1505,49,EARLY
J0030,198,438,461,240,263,240,-8,0,0,8,18,1.5757,6.0632,-2.9972,49,EARLY
J0031,209,509,572,300,363,300,6,10,0,8,18,1.5757,6.0632,13.1352,50,EARLY
J0032,212,512,537,300,325,300,-8,5,0,8,18,1.5757,6.0632,-5.9196,44,EARLY
J0033,221,521,582,300,361,300,6,10,9,8,18,1.5757,6.0632,2.2355,51,EARLY
J0034,224,524,583,300,359,300,6,0,9,8,18,1.5757,6.0632,10.8265,50,EARLY
J0035,228,528,551,300,323,300,-8,10,0,8,18,1.5757,6.0632,-12.7752,49,EARLY
J0036,233,533,596,300,363,300,6,5,0,8,18,1.5757,6.0632,18.2492,41,EARLY
J0037,240,540,581,300,341,300,6,10,9,0,18,1.5757,0.6012,-4.6495,52,MID
J0038,251,551,579,300,328,300,-8,0,9,0,18,1.5757,0.6012,6.5897,50,MID
J0039,252,552,568,300,316,300,-8,5,0,0,18,1.5757,0.6012,-1.4933,40,MID
J0040,256,556,619,300,363,300,6,10,0,0,18,1.5757,0.6012,26.8151,46,MID
J0041,262,562,608,300,346,300,6,10,9,0,18,1.5757,0.6012,1.3147,54,MID
J0042,266,536,542,270,276,270,-8,0,0,0,18,1.5757,0.6012,-5.7104,44,MID
J0043,266,566,564,300,298,300,-8,0,9,0,18,1.5757,0.6012,-23.0893,51,MID
J0044,266,536,556,270,290,270,-8,0,9,0,18,1.5757,0.6012,-1.2299,50,MID
J0045,273,573,598,300,325,300,-8,10,9,0,18,1.5757,0.6012,-6.4345,51,MID
J0046,278,578,544,300,266,300,-8,0,-5,0,18,1.5757,0.6012,-40.8756,46,MID
J0047,281,551,593,270,312,270,6,10,9,0,18,1.5757,0.6012,-3.0385,50,MID
J0048,287,527,548,240,261,240,-8,5,0,0,18,1.5757,0.6012,3.5458,44,MID
J0049,306,606,654,300,348,300,6,0,9,0,18,1.5757,0.6012,12.4708,50,MID
J0050,327,627,649,300,322,300,-8,5,0,0,18,1.5757,0.6012,4.7468,41,MID
J0051,420,660,671,240,251,240,-8,0,9,0,18,1.5757,0.6012,-9.9535,51,MID
J0052,426,696,750,270,324,270,6,10,0,0,18,1.5757,0.6012,17.6993,48,MID
J0053,436,736,763,300,327,300,-8,0,0,0,18,1.5757,0.6012,15.2096,50,MID
J0054,461,701,729,240,268,240,-8,0,9,0,18,1.5757,0.6012,6.3646,48,MID
J0055,469,769,792,300,323,300,6,0,-5,0,18,1.5757,0.6012,1.8548,43,MID
J0056,478,718,728,240,250,240,-8,0,0,0,18,1.5757,0.6012,-2.1897,47,MID
J0057,478,778,827,300,349,300,6,10,9,0,18,1.5757,0.6012,3.7215,53,MID
J0058,482,782,830,300,348,300,6,5,9,-12,18,1.5757,5.0769,15.1229,45,LATE
J0059,487,757,783,270,296,270,6,5,0,-12,18,1.5757,5.0769,2.7068,42,LATE
J0060,487,757,775,270,288,270,-8,0,9,-12,18,1.5757,5.0769,4.5728,51,LATE
J0061,488,788,837,300,349,300,6,10,0,-12,18,1.5757,5.0769,20.1892,50,LATE
J0062,499,799,815,300,316,300,-8,10,9,-12,18,1.5757,5.0769,-7.9787,52,LATE
J0063,526,826,821,300,295,300,-8,10,0,-12,18,1.5757,5.0769,-19.6562,47,LATE
J0064,530,800,817,270,287,270,6,0,0,-12,18,1.5757,5.0769,-1.2136,44,LATE
