job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,76,45,0,0
J0002,84,44,0,0
J0003,94,49,0,0
J0004,105,60,6,0
J0005,107,61,10,0
J0006,116,67,16,0
J0007,125,71,24,0
J0008,128,72,20,0
J0009,142,80,25,0
J0010,146,74,26,0
J0011,153,80,32,0
J0012,152,77,28,0
J0013,166,84,37,0
J0014,173,90,42,0
J0015,184,99,39,0
J0016,196,111,56,0
J0017,183,93,47,0
J0018,202,111,56,0
J0019,212,120,62,0
J0020,215,119,75,0
J0021,231,131,74,0
J0022,220,120,65,0
J0023,237,125,77,0
J0024,236,115,63,0
J0025,254,130,87,0
J0026,246,82,30,0
J0027,255,75,28,0
J0028,276,85,39,0
J0029,266,72,18,0
J0030,275,77,22,0
J0031,285,76,19,0
J0032,295,83,40,0
J0033,298,77,17,0
J0034,311,87,30,0
J0035,317,89,42,0
J0036,302,69,19,0
J0037,328,88,31,0
J0038,339,88,18,0
J0039,335,83,43,0
J0040,343,87,30,0
J0041,360,98,38,0
J0042,361,95,45,0
J0043,370,104,46,0
J0044,374,108,43,0
J0045,384,111,59,0
J0046,397,119,68,0
J0047,390,109,52,0
J0048,401,114,62,0
J0049,406,100,50,0
J0050,423,96,56,0
J0051,471,51,0,0
J0052,483,57,0,0
J0053,492,56,10,0
J0054,512,51,5,0
J0055,520,51,0,0
J0056,531,53,0,0
J0057,537,59,3,0
J0058,548,66,12,0
J0059,554,67,26,0
J0060,561,74,18,0
J0061,574,86,27,0
J0062,577,78,29,0
J0063,588,62,9,0
J0064,589,59,0,0
