job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,28,328,352,300,324,300,-8,10,9,8,0,-8.0143,3.7673,9.5184,54,EARLY
J0002,44,344,350,300,306,300,-8,10,-5,8,0,-8.0143,3.7673,5.2455,46,EARLY
J0003,103,403,409,300,306,300,-8,0,-5,8,0,-8.0143,3.7673,14.9197,43,EARLY
J0004,114,384,400,270,286,270,-8,10,9,8,0,-8.0143,3.7673,1.5309,52,EARLY
J0005,153,453,455,300,302,300,-8,0,0,8,0,-8.0143,3.7673,6.3943,43,EARLY
J0006,154,454,467,300,313,300,6,0,-5,8,0,-8.0143,3.7673,7.8085,45,EARLY
J0007,161,461,465,300,304,300,6,0,-5,8,0,-8.0143,3.7673,-0.6588,47,EARLY
J0008,169,469,483,300,314,300,-8,10,9,8,0,-8.0143,3.7673,-0.72,53,EARLY
J0009,186,456,448,270,262,270,-8,0,0,8,0,-8.0143,3.7673,-3.8981,43,EARLY
J0010,206,506,536,300,330,300,6,0,9,8,0,-8.0143,3.7673,11.3736,51,EARLY
J0011,208,478,506,270,298,270,-8,10,9,8,0,-8.0143,3.7673,13.0077,54,EARLY
J0012,210,510,518,300,308,300,6,5,0,8,0,-8.0143,3.7673,-6.6932,43,EARLY
J0013,215,515,522,300,307,300,-8,10,-5,8,0,-8.0143,3.7673,5.9591,47,EARLY
J0014,239,539,521,300,282,300,-8,5,0,8,0,-8.0143,3.7673,-19.1434,39,EARLY
J0015,243,543,544,300,301,300,-8,10,0,0,0,-8.0143,-0.4564,7.1732,50,MID
J0016,264,564,558,300,294,300,6,0,0,0,0,-8.0143,-0.4564,-3.5225,49,MID
J0017,281,581,569,300,288,300,-8,10,0,0,0,-8.0143,-0.4564,-5.4139,50,MID
J0018,284,584,566,300,282,300,-8,5,0,0,0,-8.0143,-0.4564,-6.1998,43,MID
J0019,285,585,605,300,320,300,6,10,-5,0,0,-8.0143,-0.4564,17.1296,47,MID
J0020,289,589,599,300,310,300,6,10,0,0,0,-8.0143,-0.4564,2.1775,47,MID
J0021,304,604,615,300,311,300,6,10,0,0,0,-8.0143,-0.4564,3.3704,49,MID
J0022,335,635,631,300,296,300,-8,0,-5,0,0,-8.0143,-0.4564,17.06,44,MID
J0023,345,585,561,240,216,240,-8,0,0,0,0,-8.0143,-0.4564,-7.4344,47,MID
J0024,362,662,663,300,301,300,-8,10,0,0,0,-8.0143,-0.4564,7.8604,45,MID
J0025,371,671,665,300,294,300,6,10,0,0,0,-8.0143,-0.4564,-13.8639,47,MID
J0026,374,674,671,300,297,300,6,0,0,0,0,-8.0143,-0.4564,-0.2188,45,MID
J0027,388,628,611,240,223,240,-8,0,0,0,0,-8.0143,-0.4564,-0.5786,47,MID
J0028,397,697,681,300,284,300,-8,0,0,0,0,-8.0143,-0.4564,0.9436,48,MID
J0029,397,697,676,300,279,300,-8,0,0,0,0,-8.0143,-0.4564,-4.8813,46,MID
J0030,418,718,737,300,319,300,6,5,0,0,0,-8.0143,-0.4564,15.9858,42,MID
J0031,431,731,754,300,323,300,6,5,9,0,0,-8.0143,-0.4564,11.0777,48,MID
J0032,438,738,743,300,305,300,6,5,0,0,0,-8.0143,-0.4564,2.2132,43,MID
J0033,439,709,727,270,288,270,6,10,9,0,0,-8.0143,-0.4564,1.6054,51,MID
J0034,470,770,806,300,336,300,-8,5,9,0,0,-8.0143,-0.4564,38.0422,46,MID
J0035,473,773,757,300,284,300,-8,0,0,0,0,-8.0143,-0.4564,0.847,44,MID
J0036,473,773,776,300,303,300,-8,5,0,0,0,-8.0143,-0.4564,14.1432,40,MID
J0037,488,788,758,300,270,300,-8,10,0,-12,0,-8.0143,-5.3522,-6.6424,46,LATE
J0038,499,799,786,300,287,300,-8,10,0,-12,0,-8.0143,-5.3522,10.6178,48,LATE
J0039,501,801,792,300,291,300,-8,10,0,-12,0,-8.0143,-5.3522,14.0196,50,LATE
J0040,502,802,765,300,263,300,-8,0,-5,-12,0,-8.0143,-5.3522,0.9863,45,LATE
J0041,508,808,775,300,267,300,-8,0,0,-12,0,-8.0143,-5.3522,0.5417,50,LATE
J0042,510,810,781,300,271,300,-8,5,0,-12,0,-8.0143,-5.3522,-0.6227,41,LATE
J0043,537,837,823,300,286,300,-8,10,0,-12,0,-8.0143,-5.3522,9.241,49,LATE
J0044,542,782,765,240,223,240,-8,10,0,-12,0,-8.0143,-5.3522,6.7842,46,LATE
J0045,543,843,802,300,259,300,-8,5,0,-12,0,-8.0143,-5.3522,-13.1101,41,LATE
J0046,584,884,851,300,267,300,-8,10,-5,-12,0,-8.0143,-5.3522,-4.2955,47,LATE
J0047,647,947,915,300,268,300,6,5,-5,-12,0,-8.0143,-5.3522,-12.1778,42,LATE
J0048,647,917,896,270,249,270,-8,10,0,-12,0,-8.0143,-5.3522,1.9902,47,LATE
