job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,86,58,0,0
J0002,90,46,0,0
J0003,145,42,0,0
J0004,169,55,0,0
J0005,197,44,0,0
J0006,201,47,0,0
J0007,220,59,0,0
J0008,227,58,0,0
J0009,230,44,0,0
J0010,260,54,0,0
J0011,270,62,0,0
J0012,276,66,9,0
J0013,274,59,8,0
J0014,280,41,0,0
J0015,298,55,1,0
J0016,315,51,0,0
J0017,333,52,0,0
J0018,337,53,7,0
J0019,345,60,9,0
J0020,358,69,17,0
J0021,361,57,6,0
J0022,383,48,0,0
J0023,393,48,0,0
J0024,410,48,0,0
J0025,420,49,0,0
J0026,425,51,0,0
J0027,443,55,0,0
J0028,450,53,0,0
J0029,449,52,4,0
J0030,469,51,2,0
J0031,486,55,0,0
J0032,497,59,6,0
J0033,500,61,6,0
J0034,521,51,0,0
J0035,526,53,0,0
J0036,542,69,25,0
J0037,535,47,0,0
J0038,552,53,0,0
J0039,562,61,8,0
J0040,564,62,7,0
J0041,570,62,7,0
J0042,588,78,31,0
J0043,586,49,0,0
J0044,591,49,2,0
J0045,611,68,24,0
J0046,633,49,2,0
J0047,689,42,0,0
J0048,693,46,0,0
