job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,145.0,47.0,0.0,0.0
J0002,155.0,49.0,0.0,0.0
J0003,170.0,49.0,0.0,0.0
J0004,180.0,46.0,0.0,0.0
J0005,226.0,51.0,0.0,0.0
J0006,232.0,54.0,0.0,0.0
J0007,267.0,52.0,0.0,0.0
J0008,266.0,47.0,0.0,0.0
J0009,310.0,50.0,0.0,0.0
J0010,334.0,74.0,6.0,0.0
J0011,329.0,59.0,1.0,0.0
J0012,341.0,53.0,0.0,0.0
J0013,364.0,69.0,12.0,0.0
J0014,361.0,51.0,0.0,0.0
J0015,368.0,54.0,3.0,0.0
J0016,392.0,59.0,9.0,0.0
J0017,401.0,63.0,3.0,0.0
J0018,416.0,60.0,0.0,0.0
J0019,417.0,61.0,13.0,0.0
J0020,440.0,80.0,32.0,0.0
J0021,434.0,69.0,19.0,0.0
J0022,445.0,72.0,22.0,0.0
J0023,461.0,84.0,23.0,0.0
J0024,460.0,78.0,25.0,0.0
J0025,474.0,80.0,22.0,0.0
J0026,487.0,87.0,34.0,0.0
J0027,484.0,81.0,28.0,0.0
J0028,506.0,98.0,41.0,0.0
J0029,501.0,70.0,20.0,0.0
J0030,512.0,76.0,25.0,0.0
J0031,527.0,79.0,30.0,0.0
J0032,526.0,76.0,20.0,0.0
J0033,534.0,79.0,35.0,0.0
J0034,538.0,79.0,25.0,0.0
J0035,551.0,78.0,28.0,0.0
J0036,557.0,66.0,13.0,0.0
J0037,566.0,69.0,15.0,0.0
J0038,565.0,58.0,7.0,0.0
J0039,589.0,80.0,29.0,0.0
J0040,606.0,82.0,22.0,0.0
J0041,608.0,82.0,28.0,0.0
J0042,630.0,104.0,39.0,0.0
J0043,640.0,75.0,15.0,0.0
J0044,630.0,53.0,4.0,0.0
J0045,642.0,59.0,5.0,0.0
J0046,662.0,58.0,13.0,0.0
J0047,663.0,57.0,5.0,0.0
J0048,674.0,56.0,0.0,0.0
