job_id,arrival_time_min,arrival_congestion_score,shift_bucket
J0001,52,0.6344827586206896,EARLY
J0002,58,0.7554376657824934,EARLY
J0003,60,0.7936339522546418,EARLY
J0004,61,0.8106100795755968,EARLY
J0005,67,0.89973474801061,EARLY
J0006,69,0.9251989389920424,EARLY
J0007,73,0.9676392572944298,EARLY
J0008,74,0.9761273209549072,EARLY
J0009,76,0.9888594164456233,EARLY
J0010,79,1.0015915119363394,EARLY
J0011,81,1.0058355437665782,EARLY
J0012,83,1.0058355437665782,EARLY
J0013,84,1.0037135278514588,EARLY
J0014,87,0.9909814323607427,EARLY
J0015,91,0.9655172413793104,EARLY
J0016,92,0.9570291777188329,EARLY
J0017,97,0.9039787798408487,EARLY
J0018,99,0.8785145888594165,EARLY
J0019,100,0.8636604774535809,EARLY
J0020,104,0.7957559681697612,EARLY
J0021,107,0.7384615384615385,EARLY
J0022,118,0.5114058355437665,EARLY
J0023,225,0.4785145888594165,EARLY
J0024,235,0.6419098143236073,EARLY
J0025,238,0.686472148541114,EARLY
J0026,238,0.686472148541114,EARLY
J0027,239,0.6970822281167108,EARLY
J0028,241,0.7140583554376657,MID
J0029,242,0.7204244031830238,MID
J0030,244,0.7289124668435013,MID
J0031,247,0.7352785145888594,MID
J0032,256,0.7352785145888594,MID
J0033,262,0.7225464190981431,MID
J0034,264,0.7140583554376657,MID
J0035,265,0.7076923076923076,MID
J0036,284,0.5591511936339523,MID
J0037,284,0.5591511936339523,MID
J0038,287,0.526259946949602,MID
J0039,287,0.526259946949602,MID
J0040,287,0.526259946949602,MID
J0041,332,0.07320954907161803,MID
J0042,405,0.280106100795756,MID
J0043,405,0.280106100795756,MID
J0044,416,0.41803713527851455,MID
J0045,424,0.516710875331565,MID
J0046,425,0.5283819628647215,MID
J0047,439,0.6875331564986737,MID
J0048,451,0.8169761273209548,MID
J0049,455,0.8551724137931034,MID
J0050,457,0.870026525198939,MID
J0051,457,0.870026525198939,MID
J0052,462,0.8859416445623343,MID
J0053,463,0.8870026525198939,MID
J0054,463,0.8870026525198939,MID
J0055,464,0.8838196286472148,MID
J0056,467,0.8721485411140583,MID
J0057,469,0.8615384615384616,MID
J0058,472,0.8392572944297082,MID
J0059,479,0.7755968169761273,MID
J0060,484,0.7225464190981433,LATE
J0061,486,0.7002652519893899,LATE
J0062,492,0.6238726790450929,LATE
J0063,495,0.5793103448275861,LATE
J0064,509,0.3522546419098143,LATE
