job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,69.0,60.0,0.0,0.0
J0002,70.0,56.0,4.0,0.0
J0003,136.0,73.0,6.0,0.0
J0004,193.0,129.0,72.0,0.0
J0005,228.0,150.0,86.0,0.0
J0006,259.0,179.0,113.0,0.0
J0007,272.0,162.0,92.0,0.0
J0008,370.0,208.0,143.0,0.0
J0009,333.0,101.0,48.0,0.0
J0010,432.0,190.0,128.0,0.0
J0011,491.0,245.0,186.0,0.0
J0012,551.0,284.0,224.0,0.0
J0013,604.0,329.0,276.0,0.0
J0014,631.0,342.0,269.0,0.0
J0015,628.0,334.0,287.0,0.0
J0016,686.0,263.0,205.0,0.0
J0017,721.0,252.0,167.0,0.0
J0018,755.0,277.0,208.0,0.0
J0019,826.0,310.0,239.0,0.0
J0020,924.0,402.0,343.0,43.0
J0021,865.0,343.0,273.0,0.0
J0022,938.0,407.0,345.0,45.0
J0023,982.0,425.0,367.0,67.0
J0024,1019.0,461.0,391.0,91.0
