job_id,arrival_time_min,arrival_congestion_score,shift_bucket
J0001,9,0.3002551020408164,EARLY
J0002,14,0.34574829931972795,EARLY
J0003,63,0.8052295918367349,EARLY
J0004,64,0.809778911564626,EARLY
J0005,78,0.8052295918367349,EARLY
J0006,80,0.7961309523809526,EARLY
J0007,110,0.42308673469387764,EARLY
J0008,162,0.03639455782312918,EARLY
J0009,232,0.6414540816326533,EARLY
J0010,242,0.8598214285714286,MID
J0011,246,0.9144132653061225,MID
J0012,267,0.999,MID
J0013,275,0.9735544217687077,MID
J0014,289,0.782482993197279,MID
J0015,294,0.6778486394557824,MID
J0016,423,0.0864370748299319,MID
J0017,469,0.4185374149659864,MID
J0018,478,0.5322704081632654,MID
J0019,516,0.999,LATE
J0020,522,0.999,LATE
J0021,522,0.999,LATE
J0022,531,0.999,LATE
J0023,557,0.7369897959183674,LATE
J0024,558,0.7187925170068029,LATE
