job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,143,50,0,0
J0002,156,48,0,0
J0003,181,48,0,0
J0004,191,49,0,0
J0005,275,49,0,0
J0006,287,56,0,0
J0007,309,74,13,0
J0008,312,64,13,0
J0009,315,63,6,0
J0010,342,90,35,0
J0011,334,81,30,0
J0012,342,83,25,0
J0013,363,80,22,0
J0014,376,86,23,0
J0015,394,103,43,0
J0016,412,61,0,0
J0017,425,66,6,0
J0018,438,70,18,0
J0019,455,85,24,0
J0020,473,50,0,0
J0021,483,55,3,0
J0022,504,42,0,0
J0023,523,61,9,0
J0024,529,58,7,0
J0025,553,56,0,0
J0026,559,52,0,0
J0027,600,53,6,0
J0028,610,54,3,0
J0029,671,46,0,0
J0030,690,62,0,0
