event_time_min,event_type,entity_type,entity_id,payload_json
16,JOB_VISIBLE,JOB,J0004,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
37,JOB_VISIBLE,JOB,J0010,"{""commodity"":""SORGHUM"",""load_tons"":38,""priority_class"":""REGULAR""}"
52,JOB_VISIBLE,JOB,J0011,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
66,JOB_VISIBLE,JOB,J0003,"{""commodity"":""SOY"",""load_tons"":41,""priority_class"":""REGULAR""}"
83,JOB_VISIBLE,JOB,J0014,"{""commodity"":""CORN"",""load_tons"":43,""priority_class"":""CONTRACTED""}"
93,JOB_ARRIVAL,JOB,J0001,"{""commodity"":""CORN"",""load_tons"":42,""priority_class"":""REGULAR""}"
93,JOB_VISIBLE,JOB,J0001,"{""commodity"":""CORN"",""load_tons"":42,""priority_class"":""REGULAR""}"
101,JOB_VISIBLE,JOB,J0005,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
108,JOB_ARRIVAL,JOB,J0002,"{""commodity"":""SOY"",""load_tons"":40,""priority_class"":""REGULAR""}"
108,JOB_VISIBLE,JOB,J0002,"{""commodity"":""SOY"",""load_tons"":40,""priority_class"":""REGULAR""}"
132,JOB_VISIBLE,JOB,J0008,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
133,JOB_ARRIVAL,JOB,J0003,"{""commodity"":""SOY"",""load_tons"":41,""priority_class"":""REGULAR""}"
142,JOB_ARRIVAL,JOB,J0004,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
163,JOB_VISIBLE,JOB,J0006,"{""commodity"":""SOY"",""load_tons"":39,""priority_class"":""REGULAR""}"
200,JOB_VISIBLE,JOB,J0019,"{""commodity"":""SOY"",""load_tons"":38,""priority_class"":""REGULAR""}"
213,JOB_VISIBLE,JOB,J0015,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
221,JOB_VISIBLE,JOB,J0017,"{""commodity"":""SOY"",""load_tons"":39,""priority_class"":""REGULAR""}"
226,JOB_ARRIVAL,JOB,J0005,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
231,JOB_ARRIVAL,JOB,J0006,"{""commodity"":""SOY"",""load_tons"":39,""priority_class"":""REGULAR""}"
235,JOB_ARRIVAL,JOB,J0007,"{""commodity"":""SOY"",""load_tons"":39,""priority_class"":""REGULAR""}"
235,JOB_VISIBLE,JOB,J0007,"{""commodity"":""SOY"",""load_tons"":39,""priority_class"":""REGULAR""}"
241,JOB_VISIBLE,JOB,J0023,"{""commodity"":""CORN"",""load_tons"":34,""priority_class"":""REGULAR""}"
246,JOB_VISIBLE,JOB,J0012,"{""commodity"":""CORN"",""load_tons"":40,""priority_class"":""URGENT""}"
248,JOB_ARRIVAL,JOB,J0008,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
250,JOB_VISIBLE,JOB,J0016,"{""commodity"":""CORN"",""load_tons"":41,""priority_class"":""REGULAR""}"
252,JOB_ARRIVAL,JOB,J0009,"{""commodity"":""CORN"",""load_tons"":40,""priority_class"":""REGULAR""}"
252,JOB_ARRIVAL,JOB,J0010,"{""commodity"":""SORGHUM"",""load_tons"":38,""priority_class"":""REGULAR""}"
252,JOB_VISIBLE,JOB,J0009,"{""commodity"":""CORN"",""load_tons"":40,""priority_class"":""REGULAR""}"
253,JOB_ARRIVAL,JOB,J0011,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
259,JOB_ARRIVAL,JOB,J0012,"{""commodity"":""CORN"",""load_tons"":40,""priority_class"":""URGENT""}"
283,JOB_ARRIVAL,JOB,J0013,"{""commodity"":""SOY"",""load_tons"":41,""priority_class"":""REGULAR""}"
283,JOB_VISIBLE,JOB,J0013,"{""commodity"":""SOY"",""load_tons"":41,""priority_class"":""REGULAR""}"
290,JOB_ARRIVAL,JOB,J0014,"{""commodity"":""CORN"",""load_tons"":43,""priority_class"":""CONTRACTED""}"
291,JOB_ARRIVAL,JOB,J0015,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
351,JOB_ARRIVAL,JOB,J0016,"{""commodity"":""CORN"",""load_tons"":41,""priority_class"":""REGULAR""}"
359,JOB_ARRIVAL,JOB,J0017,"{""commodity"":""SOY"",""load_tons"":39,""priority_class"":""REGULAR""}"
364,JOB_VISIBLE,JOB,J0018,"{""commodity"":""SOY"",""load_tons"":38,""priority_class"":""URGENT""}"
368,JOB_ARRIVAL,JOB,J0018,"{""commodity"":""SOY"",""load_tons"":38,""priority_class"":""URGENT""}"
370,JOB_ARRIVAL,JOB,J0019,"{""commodity"":""SOY"",""load_tons"":38,""priority_class"":""REGULAR""}"
376,JOB_VISIBLE,JOB,J0024,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
423,JOB_ARRIVAL,JOB,J0020,"{""commodity"":""SORGHUM"",""load_tons"":38,""priority_class"":""REGULAR""}"
423,JOB_VISIBLE,JOB,J0020,"{""commodity"":""SORGHUM"",""load_tons"":38,""priority_class"":""REGULAR""}"
428,JOB_ARRIVAL,JOB,J0021,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
428,JOB_VISIBLE,JOB,J0021,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
450,JOB_VISIBLE,JOB,J0022,"{""commodity"":""SORGHUM"",""load_tons"":30,""priority_class"":""URGENT""}"
462,JOB_ARRIVAL,JOB,J0022,"{""commodity"":""SORGHUM"",""load_tons"":30,""priority_class"":""URGENT""}"
462,JOB_ARRIVAL,JOB,J0023,"{""commodity"":""CORN"",""load_tons"":34,""priority_class"":""REGULAR""}"
471,JOB_ARRIVAL,JOB,J0024,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
478,JOB_VISIBLE,JOB,J0029,"{""commodity"":""CORN"",""load_tons"":40,""priority_class"":""REGULAR""}"
494,JOB_VISIBLE,JOB,J0028,"{""commodity"":""CORN"",""load_tons"":38,""priority_class"":""REGULAR""}"
497,JOB_ARRIVAL,JOB,J0025,"{""commodity"":""SOY"",""load_tons"":41,""priority_class"":""REGULAR""}"
497,JOB_VISIBLE,JOB,J0025,"{""commodity"":""SOY"",""load_tons"":41,""priority_class"":""REGULAR""}"
507,JOB_ARRIVAL,JOB,J0026,"{""commodity"":""CORN"",""load_tons"":39,""priority_class"":""REGULAR""}"
507,JOB_VISIBLE,JOB,J0026,"{""commodity"":""CORN"",""load_tons"":39,""priority_class"":""REGULAR""}"
547,JOB_ARRIVAL,JOB,J0027,"{""commodity"":""SOY"",""load_tons"":40,""priority_class"":""REGULAR""}"
547,JOB_VISIBLE,JOB,J0027,"{""commodity"":""SOY"",""load_tons"":40,""priority_class"":""REGULAR""}"
556,JOB_ARRIVAL,JOB,J0028,"{""commodity"":""CORN"",""load_tons"":38,""priority_class"":""REGULAR""}"
625,JOB_ARRIVAL,JOB,J0029,"{""commodity"":""CORN"",""load_tons"":40,""priority_class"":""REGULAR""}"
628,JOB_ARRIVAL,JOB,J0030,"{""commodity"":""SOY"",""load_tons"":40,""priority_class"":""CONTRACTED""}"
628,JOB_VISIBLE,JOB,J0030,"{""commodity"":""SOY"",""load_tons"":40,""priority_class"":""CONTRACTED""}"
