job_id,arrival_time_min,arrival_congestion_score,shift_bucket
J0001,28,0.11529865125240842,EARLY
J0002,44,0.11791907514450867,EARLY
J0003,103,0.1860500963391137,EARLY
J0004,114,0.2830057803468209,EARLY
J0005,153,0.597456647398844,EARLY
J0006,154,0.6079383429672447,EARLY
J0007,161,0.6603468208092487,EARLY
J0008,169,0.6970327552986514,EARLY
J0009,186,0.7546820809248556,EARLY
J0010,206,0.8123314065510597,EARLY
J0011,208,0.8123314065510597,EARLY
J0012,210,0.801849710982659,EARLY
J0013,215,0.7573025048169557,EARLY
J0014,239,0.7284778420038536,EARLY
J0015,243,0.7284778420038536,MID
J0016,264,0.7179961464354528,MID
J0017,281,0.7625433526011561,MID
J0018,284,0.7704046242774567,MID
J0019,285,0.7677842003853564,MID
J0020,289,0.746820809248555,MID
J0021,304,0.6105587668593448,MID
J0022,335,0.5319460500963392,MID
J0023,345,0.5607707129094411,MID
J0024,362,0.694412331406551,MID
J0025,371,0.8099229287090559,MID
J0026,374,0.8256454720616572,MID
J0027,388,0.8754335260115608,MID
J0028,397,0.8806743737957612,MID
J0029,397,0.8806743737957612,MID
J0030,418,0.796820809248555,MID
J0031,431,0.7942003853564549,MID
J0032,438,0.8046820809248556,MID
J0033,439,0.8020616570327554,MID
J0034,470,0.999,MID
J0035,473,0.999,MID
J0036,473,0.999,MID
J0037,488,0.999,LATE
J0038,499,0.999,LATE
J0039,501,0.999,LATE
J0040,502,0.999,LATE
J0041,508,0.999,LATE
J0042,510,0.999,LATE
J0043,537,0.7522736030828517,LATE
J0044,542,0.6998651252408478,LATE
J0045,543,0.6841425818882467,LATE
J0046,584,0.18102119460500954,LATE
J0047,647,0.20722543352601158,LATE
J0048,647,0.20722543352601158,LATE
