job_id,arrival_time_min,arrival_congestion_score,shift_bucket
J0001,12,0.18596746575342468,EARLY
J0002,14,0.19696061643835616,EARLY
J0003,16,0.20795376712328761,EARLY
J0004,32,0.34353595890410965,EARLY
J0005,41,0.4644606164383562,EARLY
J0006,60,0.7557791095890412,EARLY
J0007,68,0.8913613013698632,EARLY
J0008,70,0.9225085616438355,EARLY
J0009,74,0.9793065068493151,EARLY
J0010,75,0.9930479452054796,EARLY
J0011,75,0.9930479452054796,EARLY
J0012,77,0.999,EARLY
J0013,81,0.999,EARLY
J0014,82,0.999,EARLY
J0015,82,0.999,EARLY
J0016,83,0.999,EARLY
J0017,88,0.999,EARLY
J0018,88,0.999,EARLY
J0019,89,0.999,EARLY
J0020,90,0.999,EARLY
J0021,92,0.999,EARLY
J0022,94,0.999,EARLY
J0023,97,0.999,EARLY
J0024,97,0.999,EARLY
J0025,106,0.9756421232876713,EARLY
J0026,110,0.9389982876712331,EARLY
J0027,111,0.9280051369863014,EARLY
J0028,112,0.915179794520548,EARLY
J0029,114,0.8858647260273974,EARLY
J0030,115,0.8693750000000001,EARLY
J0031,124,0.7081421232876713,EARLY
J0032,138,0.47636986301369877,EARLY
J0033,146,0.3810958904109589,EARLY
J0034,149,0.34994863013698635,EARLY
J0035,164,0.25833904109589034,EARLY
J0036,191,0.23910102739726025,EARLY
J0037,193,0.2427654109589041,EARLY
J0038,206,0.26383561643835624,EARLY
J0039,209,0.27482876712328774,EARLY
J0040,230,0.46904109589041104,EARLY
J0041,234,0.513013698630137,EARLY
J0042,246,0.6467636986301372,MID
J0043,251,0.7063099315068494,MID
J0044,258,0.7878424657534248,MID
J0045,262,0.828150684931507,MID
J0046,264,0.846472602739726,MID
J0047,265,0.8547174657534248,MID
J0048,269,0.8831164383561645,MID
J0049,269,0.8831164383561645,MID
J0050,270,0.8876969178082191,MID
J0051,271,0.890445205479452,MID
J0052,273,0.8922773972602742,MID
J0053,275,0.8904452054794524,MID
J0054,277,0.8849486301369865,MID
J0055,282,0.8666267123287672,MID
J0056,283,0.8611301369863014,MID
J0057,288,0.8244863013698631,MID
J0058,296,0.7585273972602741,MID
J0059,299,0.7328767123287672,MID
J0060,300,0.7227996575342466,MID
J0061,303,0.6870719178082193,MID
J0062,306,0.6458476027397261,MID
J0063,322,0.42598458904109593,MID
J0064,324,0.4003339041095891,MID
J0065,337,0.26475171232876704,MID
J0066,357,0.15390410958904105,MID
J0067,381,0.09160958904109592,MID
J0068,397,0.08153253424657535,MID
J0069,443,0.28857020547945206,MID
J0070,448,0.33437500000000003,MID
J0071,455,0.39208904109589043,MID
J0072,462,0.4552996575342467,MID
J0073,464,0.47178938356164374,MID
J0074,468,0.5001883561643836,MID
J0075,470,0.5111815068493151,MID
J0076,492,0.6605051369863014,LATE
J0077,492,0.6605051369863014,LATE
J0078,492,0.6605051369863014,LATE
J0079,495,0.6742465753424658,LATE
J0080,497,0.6797431506849316,LATE
J0081,500,0.6870719178082193,LATE
J0082,511,0.7081421232876713,LATE
J0083,512,0.7099743150684933,LATE
J0084,516,0.7108904109589043,LATE
J0085,520,0.7072260273972603,LATE
J0086,525,0.6971489726027398,LATE
J0087,530,0.6852397260273974,LATE
J0088,532,0.6797431506849316,LATE
J0089,537,0.6568407534246575,LATE
J0090,542,0.624777397260274,LATE
J0091,547,0.5835530821917809,LATE
J0092,549,0.5633989726027397,LATE
J0093,552,0.5276712328767124,LATE
J0094,557,0.4745376712328767,LATE
J0095,558,0.46354452054794526,LATE
J0096,570,0.3188013698630137,LATE
