job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,74,49,0,0
J0002,99,53,0,0
J0003,102,54,0,0
J0004,120,72,12,0
J0005,127,78,23,0
J0006,130,78,23,0
J0007,150,96,34,0
J0008,156,102,45,0
J0009,155,100,49,0
J0010,161,101,42,0
J0011,181,120,59,0
J0012,179,111,62,0
J0013,185,116,58,0
J0014,204,131,80,0
J0015,196,122,70,0
J0016,210,135,83,0
J0017,210,132,76,0
J0018,234,140,79,0
J0019,236,141,88,0
J0020,240,142,79,0
J0021,241,142,82,0
J0022,262,160,108,0
J0023,274,171,107,0
J0024,267,161,105,0
J0025,267,161,110,0
J0026,290,102,41,0
J0027,304,109,45,0
J0028,308,105,61,0
J0029,310,106,51,0
J0030,301,91,34,0
J0031,326,114,60,0
J0032,326,103,49,0
J0033,338,115,57,0
J0034,351,121,68,0
J0035,341,103,38,0
J0036,366,127,72,0
J0037,349,103,53,0
J0038,376,125,68,0
J0039,371,111,53,0
J0040,387,125,61,0
J0041,392,129,79,0
J0042,408,142,75,0
J0043,416,147,89,0
J0044,408,138,75,0
J0045,417,143,91,0
J0046,434,139,84,0
J0047,441,145,94,0
J0048,458,154,103,0
J0049,467,148,97,0
J0050,483,107,56,0
J0051,483,57,0,0
J0052,497,50,0,0
J0053,522,72,4,0
J0054,517,63,16,0
J0055,527,67,7,0
J0056,547,80,21,0
J0057,539,67,9,0
J0058,550,78,32,0
J0059,571,97,36,0
J0060,580,96,33,0
J0061,569,66,9,0
J0062,575,68,13,0
J0063,597,84,33,0
J0064,603,80,22,0
