job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,25,325,340,300,315,300,-8,10,0,8,18,-4.2039,-8.6269,0.0678,46,EARLY
J0002,46,346,387,300,341,300,6,0,9,8,18,-4.2039,-8.6269,12.8029,49,EARLY
J0003,48,348,353,300,305,300,-8,5,9,8,18,-4.2039,-8.6269,-14.5229,45,EARLY
J0004,48,288,330,240,282,240,-8,10,9,8,18,-4.2039,-8.6269,17.7389,53,EARLY
J0005,49,349,387,300,338,300,6,10,9,8,18,-4.2039,-8.6269,-0.4288,49,EARLY
J0006,52,352,365,300,313,300,-8,0,9,8,18,-4.2039,-8.6269,-0.9619,50,EARLY
J0007,54,294,306,240,252,240,-8,10,9,8,18,-4.2039,-8.6269,-11.9499,52,EARLY
J0008,54,354,389,300,335,300,6,10,9,8,18,-4.2039,-8.6269,-2.9545,54,EARLY
J0009,55,355,370,300,315,300,-8,10,0,8,18,-4.2039,-8.6269,0.2413,45,EARLY
J0010,60,360,354,300,294,300,6,0,0,8,18,-4.2039,-8.6269,-25.0405,48,EARLY
J0011,61,331,347,270,286,270,-8,10,9,8,18,-4.2039,-8.6269,-8.3986,52,EARLY
J0012,68,368,380,300,312,300,-8,10,0,8,18,-4.2039,-8.6269,-3.2385,45,EARLY
J0013,69,369,370,300,301,300,-8,0,9,8,18,-4.2039,-8.6269,-13.1044,48,EARLY
J0014,73,343,365,270,292,270,-8,10,-5,8,18,-4.2039,-8.6269,12.197,46,EARLY
J0015,74,374,402,300,328,300,6,5,0,8,18,-4.2039,-8.6269,3.7296,41,EARLY
J0016,75,375,390,300,315,300,6,0,0,8,18,-4.2039,-8.6269,-3.9156,47,EARLY
J0017,78,378,413,300,335,300,-8,10,9,8,18,-4.2039,-8.6269,10.8113,51,EARLY
J0018,94,364,384,270,290,270,-8,0,9,8,18,-4.2039,-8.6269,6.1663,54,EARLY
J0019,95,395,417,300,322,300,-8,10,0,8,18,-4.2039,-8.6269,7.17,47,EARLY
J0020,98,398,428,300,330,300,-8,10,9,8,18,-4.2039,-8.6269,5.6219,50,EARLY
J0021,99,339,356,240,257,240,-8,0,9,8,18,-4.2039,-8.6269,2.4888,47,EARLY
J0022,102,342,370,240,268,240,-8,0,0,8,18,-4.2039,-8.6269,22.8845,49,EARLY
J0023,103,403,447,300,344,300,6,0,9,8,18,-4.2039,-8.6269,15.9789,53,EARLY
J0024,106,346,339,240,233,240,-8,10,0,8,18,-4.2039,-8.6269,-22.6227,48,EARLY
J0025,106,406,447,300,341,300,6,0,-5,8,18,-4.2039,-8.6269,26.9468,44,EARLY
J0026,188,488,485,300,297,300,-8,10,9,8,18,-4.2039,-8.6269,-27.3493,54,EARLY
J0027,195,495,517,300,322,300,-8,0,9,8,18,-4.2039,-8.6269,7.8237,52,EARLY
J0028,203,503,557,300,354,300,6,5,0,8,18,-4.2039,-8.6269,29.8279,42,EARLY
J0029,204,444,464,240,260,240,6,0,9,8,18,-4.2039,-8.6269,-7.9329,51,EARLY
J0030,210,510,557,300,347,300,-8,10,9,8,18,-4.2039,-8.6269,22.6102,53,EARLY
J0031,212,452,415,240,203,240,-8,0,0,8,18,-4.2039,-8.6269,-42.6683,45,EARLY
J0032,223,523,522,300,299,300,-8,10,0,8,18,-4.2039,-8.6269,-15.7159,49,EARLY
J0033,223,523,550,300,327,300,6,0,9,8,18,-4.2039,-8.6269,-1.2018,53,EARLY
J0034,230,500,506,270,276,270,-8,10,0,8,18,-4.2039,-8.6269,-8.8518,46,EARLY
J0035,238,508,522,270,284,270,-8,0,0,8,18,-4.2039,-8.6269,8.4113,49,EARLY
J0036,239,539,563,300,324,300,-8,0,9,8,18,-4.2039,-8.6269,9.3897,52,EARLY
J0037,246,546,550,300,304,300,6,10,-5,0,18,-4.2039,1.983,-23.0441,44,MID
J0038,251,521,549,270,298,270,-8,10,0,0,18,-4.2039,1.983,10.6417,49,MID
J0039,260,560,596,300,336,300,-8,5,9,0,18,-4.2039,1.983,14.2904,46,MID
J0040,262,532,569,270,307,270,6,10,9,0,18,-4.2039,1.983,-3.4841,51,MID
J0041,263,563,593,300,330,300,6,0,0,0,18,-4.2039,1.983,8.4697,46,MID
J0042,266,566,587,300,321,300,6,0,9,0,18,-4.2039,1.983,-9.6367,52,MID
J0043,269,539,525,270,256,270,-8,0,9,0,18,-4.2039,1.983,-31.0627,51,MID
J0044,270,570,587,300,317,300,-8,10,9,0,18,-4.2039,1.983,-9.8492,54,MID
J0045,274,574,593,300,319,300,6,0,9,0,18,-4.2039,1.983,-11.5589,48,MID
J0046,295,565,570,270,275,270,-8,10,0,0,18,-4.2039,1.983,-12.4582,49,MID
J0047,296,596,626,300,330,300,6,10,0,0,18,-4.2039,1.983,-2.0033,48,MID
J0048,304,604,627,300,323,300,6,10,0,0,18,-4.2039,1.983,-8.7059,45,MID
J0049,319,619,664,300,345,300,6,10,0,0,18,-4.2039,1.983,12.8703,47,MID
J0050,376,676,707,300,331,300,6,10,0,0,18,-4.2039,1.983,-0.7056,46,MID
J0051,426,696,713,270,287,270,6,0,0,0,18,-4.2039,1.983,-4.5128,48,MID
J0052,447,687,720,240,273,240,-8,10,0,0,18,-4.2039,1.983,15.2369,47,MID
J0053,450,750,746,300,296,300,6,0,9,0,18,-4.2039,1.983,-35.2714,54,MID
J0054,454,754,770,300,316,300,6,0,0,0,18,-4.2039,1.983,-6.1301,43,MID
J0055,460,730,766,270,306,270,6,0,9,0,18,-4.2039,1.983,5.3409,53,MID
J0056,467,767,783,300,316,300,6,0,9,0,18,-4.2039,1.983,-15.0852,53,MID
J0057,472,742,769,270,297,270,6,10,9,0,18,-4.2039,1.983,-14.2302,50,MID
J0058,472,772,787,300,315,300,6,0,0,0,18,-4.2039,1.983,-6.5087,44,MID
J0059,474,774,799,300,325,300,-8,10,9,0,18,-4.2039,1.983,-2.0133,54,MID
J0060,484,724,730,240,246,240,-8,10,9,-12,18,-4.2039,7.6607,-14.0234,53,LATE
J0061,503,743,738,240,235,240,-8,0,0,-12,18,-4.2039,7.6607,-6.1259,47,LATE
J0062,507,807,810,300,303,300,-8,0,0,-12,18,-4.2039,7.6607,1.8547,46,LATE
J0063,513,783,813,270,300,270,6,10,0,-12,18,-4.2039,7.6607,4.8394,46,LATE
J0064,523,823,820,300,297,300,6,0,9,-12,18,-4.2039,7.6607,-27.3156,54,LATE
