job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,96,60,0,0
J0002,107,66,0,0
J0003,112,67,8,0
J0004,124,75,19,0
J0005,135,85,31,0
J0006,149,96,43,0
J0007,163,96,41,0
J0008,173,97,47,0
J0009,198,116,49,0
J0010,199,111,58,0
J0011,230,137,75,0
J0012,227,132,76,0
J0013,256,152,94,0
J0014,254,149,98,0
J0015,204,91,34,0
J0016,234,113,54,0
J0017,281,90,32,0
J0018,260,67,14,0
J0019,286,68,14,0
J0020,287,52,1,0
J0021,308,71,18,0
J0022,319,81,18,0
J0023,334,89,35,0
J0024,340,93,38,0
J0025,352,94,35,0
J0026,366,107,49,0
J0027,384,111,48,0
J0028,358,83,30,0
J0029,396,105,45,0
J0030,385,93,40,0
J0031,411,95,36,0
J0032,514,49,0,0
J0033,537,71,21,0
J0034,533,63,6,0
J0035,563,87,33,0
J0036,565,86,20,0
J0037,592,113,59,0
J0038,616,134,82,0
J0039,596,110,48,0
J0040,628,97,36,0
