job_id,arrival_time_min,arrival_congestion_score,shift_bucket
J0001,52,0.047052839066573406,EARLY
J0002,89,0.27850193933998857,EARLY
J0003,100,0.36243403064793034,EARLY
J0004,110,0.41330196477395564,EARLY
J0005,116,0.44000763019011896,EARLY
J0006,118,0.4450944236027215,EARLY
J0007,133,0.45908310548737846,EARLY
J0008,136,0.45526801042792653,EARLY
J0009,138,0.44763782030902277,EARLY
J0010,145,0.4145736631271063,EARLY
J0011,171,0.32173968334711006,EARLY
J0012,182,0.31919628664080885,EARLY
J0013,199,0.3459019520569721,EARLY
J0014,202,0.3573472372353278,EARLY
J0015,214,0.3967698861829974,EARLY
J0016,225,0.4247472499523113,EARLY
J0017,232,0.42729064665861255,EARLY
J0018,242,0.46798499395943277,MID
J0019,251,0.5023208494945,MID
J0020,256,0.5226680231449101,MID
J0021,264,0.5709925605646341,MID
J0022,274,0.6485661601068227,MID
J0023,291,0.8151586443695555,MID
J0024,292,0.8266039295479113,MID
J0025,292,0.8266039295479113,MID
J0026,294,0.8418643097857188,MID
J0027,298,0.8660265784955808,MID
J0028,311,0.9296114961531126,MID
J0029,311,0.9296114961531126,MID
J0030,315,0.9436001780377695,MID
J0031,316,0.9474152730972214,MID
J0032,319,0.9575888599224265,MID
J0033,322,0.9614039549818783,MID
J0034,325,0.962675653335029,MID
J0035,332,0.9779360335728365,MID
J0036,337,0.9817511286322885,MID
J0037,346,0.9944681121637947,MID
J0038,347,0.9944681121637949,MID
J0039,351,0.9893813187511924,MID
J0040,355,0.9881096203980417,MID
J0041,369,1.0020983022826986,MID
J0042,373,1.0071850956953012,MID
J0043,374,1.007185095695301,MID
J0044,375,1.004641698989,MID
J0045,377,0.9982832072232466,MID
J0046,382,0.976664335219686,MID
J0047,385,0.9614039549818783,MID
J0048,386,0.9550454632161253,MID
J0049,386,0.9550454632161253,MID
J0050,397,0.8456794048451707,MID
J0051,398,0.8367775163731164,MID
J0052,404,0.7681058053029821,MID
J0053,407,0.7274114580021619,MID
J0054,418,0.5862529408024417,MID
J0055,426,0.47688688243148725,MID
J0056,449,0.31283779487505564,MID
J0057,457,0.31156609652190503,MID
J0058,484,0.38405290265149106,LATE
J0059,489,0.40567177465505183,LATE
J0060,491,0.4107585680676543,LATE
J0061,497,0.4107585680676543,LATE
J0062,506,0.40312837794875056,LATE
J0063,510,0.398041584536148,LATE
J0064,529,0.3751510141794367,LATE
J0065,545,0.3687925224136835,LATE
J0066,560,0.3815095059451898,LATE
J0067,560,0.3815095059451898,LATE
J0068,567,0.37387931582628603,LATE
J0069,581,0.3522604438227253,LATE
J0070,590,0.31919628664080885,LATE
J0071,594,0.29884911299039874,LATE
J0072,618,0.1322566287276658,LATE
