job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,97,55,0,0
J0002,103,61,0,0
J0003,105,60,8,0
J0004,115,60,2,0
J0005,122,62,13,0
J0006,132,62,8,0
J0007,132,52,0,0
J0008,150,67,9,0
J0009,161,77,21,0
J0010,158,72,18,0
J0011,165,77,15,0
J0012,183,91,30,0
J0013,187,93,37,0
J0014,196,100,33,0
J0015,195,92,37,0
J0016,210,102,48,0
J0017,216,106,49,0
J0018,223,108,56,0
J0019,233,118,54,0
J0020,234,107,59,0
J0021,248,113,62,0
J0022,244,108,53,0
J0023,263,123,66,0
J0024,276,129,70,0
J0025,263,97,41,0
J0026,275,106,54,0
J0027,287,62,13,0
J0028,296,70,7,0
J0029,302,55,0,0
J0030,302,53,3,0
J0031,312,61,10,0
J0032,325,65,9,0
J0033,325,65,19,0
J0034,330,70,17,0
J0035,336,52,4,0
J0036,357,72,16,0
J0037,350,64,15,0
J0038,365,73,8,0
J0039,369,72,10,0
J0040,375,66,15,0
J0041,383,70,19,0
J0042,396,81,27,0
J0043,409,90,28,0
J0044,417,96,32,0
J0045,401,79,25,0
J0046,423,97,44,0
J0047,431,105,48,0
J0048,435,102,52,0
J0049,509,58,0,0
J0050,522,52,0,0
J0051,541,52,0,0
J0052,559,57,0,0
J0053,560,55,0,0
J0054,569,63,13,0
J0055,583,64,13,0
J0056,579,56,9,0
J0057,591,64,6,0
J0058,592,56,10,0
J0059,614,69,8,0
J0060,620,61,5,0
J0061,617,56,8,0
J0062,621,56,9,0
J0063,642,68,14,0
J0064,644,56,3,0
