job_id,arrival_time_min,arrival_congestion_score,shift_bucket
J0001,52,0.6788965517241379,EARLY
J0002,58,0.808318302387268,EARLY
J0003,60,0.8491883289124669,EARLY
J0004,61,0.8673527851458886,EARLY
J0005,67,0.9627161803713528,EARLY
J0006,69,0.9899628647214854,EARLY
J0007,73,0.999,EARLY
J0008,74,0.999,EARLY
J0009,76,0.999,EARLY
J0010,79,0.999,EARLY
J0011,81,0.999,EARLY
J0012,83,0.999,EARLY
J0013,84,0.999,EARLY
J0014,87,0.999,EARLY
J0015,91,0.999,EARLY
J0016,92,0.999,EARLY
J0017,97,0.9672572944297083,EARLY
J0018,99,0.9400106100795756,EARLY
J0019,100,0.9241167108753315,EARLY
J0020,104,0.8514588859416445,EARLY
J0021,107,0.7901538461538462,EARLY
J0022,118,0.5472042440318302,EARLY
J0023,225,0.5120106100795757,EARLY
J0024,235,0.6868435013262598,EARLY
J0025,238,0.734525198938992,EARLY
J0026,238,0.734525198938992,EARLY
J0027,239,0.7458779840848806,EARLY
J0028,241,0.7640424403183024,MID
J0029,242,0.7708541114058355,MID
J0030,244,0.7799363395225465,MID
J0031,247,0.7867480106100796,MID
J0032,256,0.7867480106100796,MID
J0033,262,0.7731246684350132,MID
J0034,264,0.7640424403183024,MID
J0035,265,0.7572307692307692,MID
J0036,284,0.5982917771883289,MID
J0037,284,0.5982917771883289,MID
J0038,287,0.5630981432360742,MID
J0039,287,0.5630981432360742,MID
J0040,287,0.5630981432360742,MID
J0041,332,0.07833421750663126,MID
J0042,405,0.29971352785145894,MID
J0043,405,0.29971352785145894,MID
J0044,416,0.44729973474801055,MID
J0045,424,0.5528806366047746,MID
J0046,425,0.565368700265252,MID
J0047,439,0.735660477453581,MID
J0048,451,0.8741644562334216,MID
J0049,455,0.9150344827586206,MID
J0050,457,0.9309283819628648,MID
J0051,457,0.9309283819628648,MID
J0052,462,0.9479575596816977,MID
J0053,463,0.9490928381962864,MID
J0054,463,0.9490928381962864,MID
J0055,464,0.9456870026525198,MID
J0056,467,0.9331989389920424,MID
J0057,469,0.921846153846154,MID
J0058,472,0.8980053050397878,MID
J0059,479,0.8298885941644563,MID
J0060,484,0.7731246684350134,LATE
J0061,486,0.7492838196286473,LATE
J0062,492,0.6675437665782494,LATE
J0063,495,0.6198620689655172,LATE
J0064,509,0.3769124668435013,LATE
