job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,39,279,292,240,253,240,-8,0,0,8,8,-4.306,4.3169,4.7714,51,EARLY
J0002,40,280,308,240,268,240,6,0,9,8,8,-4.306,4.3169,-2.6783,55,EARLY
J0003,45,345,374,300,329,300,6,10,0,8,8,-4.306,4.3169,-3.4001,51,EARLY
J0004,57,297,325,240,268,240,-8,10,9,8,8,-4.306,4.3169,1.11,55,EARLY
J0005,60,330,327,270,267,270,-8,10,0,8,8,-4.306,4.3169,-20.5626,50,EARLY
J0006,99,399,390,300,291,300,-8,0,9,8,8,-4.306,4.3169,-25.6526,53,EARLY
J0007,100,400,408,300,308,300,-8,0,-5,8,8,-4.306,4.3169,4.6611,46,EARLY
J0008,100,400,415,300,315,300,6,0,0,8,8,-4.306,4.3169,-7.2531,45,EARLY
J0009,101,371,419,270,318,270,6,10,9,8,8,-4.306,4.3169,7.034,56,EARLY
J0010,108,408,400,300,292,300,-8,0,-5,8,8,-4.306,4.3169,-11.5022,48,EARLY
J0011,110,410,441,300,331,300,6,0,9,8,8,-4.306,4.3169,-0.2612,52,EARLY
J0012,131,401,425,270,294,270,-8,10,0,8,8,-4.306,4.3169,5.759,51,EARLY
J0013,146,416,442,270,296,270,-8,10,0,8,8,-4.306,4.3169,8.0896,49,EARLY
J0014,159,429,444,270,285,270,-8,10,0,8,8,-4.306,4.3169,-3.474,48,EARLY
J0015,161,401,419,240,258,240,-8,10,0,8,8,-4.306,4.3169,0.1038,49,EARLY
J0016,164,464,470,300,306,300,-8,0,0,8,8,-4.306,4.3169,-1.7723,47,EARLY
J0017,179,449,487,270,308,270,-8,10,9,8,8,-4.306,4.3169,10.4988,57,EARLY
J0018,207,507,523,300,316,300,6,10,0,8,8,-4.306,4.3169,-15.7249,49,EARLY
J0019,219,519,542,300,323,300,-8,10,0,8,8,-4.306,4.3169,5.0429,50,EARLY
J0020,227,527,542,300,315,300,-8,10,9,8,8,-4.306,4.3169,-11.6538,51,EARLY
J0021,261,531,562,270,301,270,6,0,9,0,8,-4.306,4.6333,7.3719,50,MID
J0022,263,563,581,300,318,300,6,10,0,0,8,-4.306,4.6333,-6.7094,51,MID
J0023,268,508,539,240,271,240,-8,10,9,0,8,-4.306,4.6333,11.3753,56,MID
J0024,269,569,612,300,343,300,-8,10,0,0,8,-4.306,4.6333,32.6514,51,MID
J0025,271,541,589,270,318,270,6,10,9,0,8,-4.306,4.6333,14.7472,55,MID
J0026,282,582,593,300,311,300,-8,10,0,0,8,-4.306,4.6333,0.7355,50,MID
J0027,313,613,629,300,316,300,-8,10,0,0,8,-4.306,4.6333,5.4665,48,MID
J0028,314,584,620,270,306,270,6,10,0,0,8,-4.306,4.6333,11.4638,49,MID
J0029,332,632,639,300,307,300,6,5,0,0,8,-4.306,4.6333,-11.9025,46,MID
J0030,348,648,681,300,333,300,6,5,0,0,8,-4.306,4.6333,13.9755,46,MID
J0031,430,670,675,240,245,240,-8,10,0,0,8,-4.306,4.6333,-5.6872,49,MID
J0032,484,784,789,300,305,300,6,0,9,-12,8,-4.306,-3.2103,1.0981,52,LATE
J0033,490,790,763,300,273,300,6,5,-5,-12,8,-4.306,-3.2103,-21.8332,41,LATE
J0034,491,731,723,240,232,240,-8,10,-5,-12,8,-4.306,-3.2103,6.2098,49,LATE
J0035,502,802,782,300,280,300,-8,5,0,-12,8,-4.306,-3.2103,-5.3197,46,LATE
J0036,518,758,766,240,248,240,-8,10,9,-12,8,-4.306,-3.2103,8.6567,56,LATE
J0037,521,821,818,300,297,300,6,10,-5,-12,8,-4.306,-3.2103,-2.6486,46,LATE
J0038,526,826,814,300,288,300,-8,10,0,-12,8,-4.306,-3.2103,-2.7432,48,LATE
J0039,546,846,832,300,286,300,6,0,-5,-12,8,-4.306,-3.2103,-3.5673,46,LATE
J0040,562,862,866,300,304,300,6,10,0,-12,8,-4.306,-3.2103,-0.1139,48,LATE
