job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,105,375,365,270,260,270,-8,10,0,8,0,-15.1323,-2.7461,-2.4057,52,EARLY
J0002,189,489,469,300,280,300,6,0,0,8,0,-15.1323,-2.7461,-16.2723,51,EARLY
J0003,203,503,490,300,287,300,-8,0,0,8,0,-15.1323,-2.7461,4.8058,48,EARLY
J0004,209,509,471,300,262,300,-8,0,0,8,0,-15.1323,-2.7461,-20.5002,56,EARLY
J0005,215,515,506,300,291,300,-8,0,0,8,0,-15.1323,-2.7461,9.0117,55,EARLY
J0006,238,538,523,300,285,300,-8,5,0,8,0,-15.1323,-2.7461,-1.7904,53,EARLY
J0007,239,539,532,300,293,300,-8,10,0,8,0,-15.1323,-2.7461,1.098,52,EARLY
J0008,245,545,532,300,287,300,6,10,0,0,0,-15.1323,1.5736,-15.9103,53,MID
J0009,273,573,553,300,280,300,-8,10,-5,0,0,-15.1323,1.5736,-3.7152,50,MID
J0010,302,542,528,240,226,240,-8,5,9,0,0,-15.1323,1.5736,-6.0748,59,MID
J0011,342,642,638,300,296,300,-8,10,0,0,0,-15.1323,1.5736,8.0018,53,MID
J0012,366,636,611,270,245,270,-8,0,0,0,0,-15.1323,1.5736,-3.1487,55,MID
J0013,371,671,680,300,309,300,6,0,0,0,0,-15.1323,1.5736,16.3222,52,MID
J0014,385,685,660,300,275,300,-8,5,-5,0,0,-15.1323,1.5736,-3.6432,49,MID
J0015,447,747,730,300,283,300,-8,10,0,0,0,-15.1323,1.5736,-5.6956,51,MID
J0016,481,781,764,300,283,300,6,0,0,-12,0,-15.1323,0.66,3.0042,52,LATE
J0017,614,914,913,300,299,300,6,10,0,-12,0,-15.1323,0.66,9.1633,53,LATE
J0018,619,919,877,300,258,300,-8,0,0,-12,0,-15.1323,0.66,-7.583,54,LATE
