job_id,commodity,load_tons,arrival_time_min,reveal_time_min,priority_class,priority_weight,appointment_flag,moisture_class,statutory_wait_limit_min,completion_due_min,overwait_cost_rs_per_min,shift_bucket,arrival_congestion_score
J0001,SOY,36,51,0,REGULAR,1.0,1,NORMAL,300,357,1.446,EARLY,0.017766373126494348
J0002,SOY,41,103,3,REGULAR,1.0,1,DRY,300,410,1.6468,EARLY,0.1598973581384498
J0003,CORN,45,105,0,CONTRACTED,1.25,1,NORMAL,300,365,1.8075,EARLY,0.1649734647460197
J0004,CORN,39,120,0,REGULAR,1.0,1,DRY,300,405,1.5665,EARLY,0.2639575435936315
J0005,SOY,41,147,47,REGULAR,1.0,1,NORMAL,300,441,1.6468,EARLY,0.513955794016446
J0006,CORN,38,162,24,REGULAR,1.0,1,WET,300,470,1.5263,EARLY,0.6966956318889603
J0007,SOY,36,165,55,REGULAR,1.0,1,WET,300,480,1.446,EARLY,0.7296903248381642
J0008,CORN,45,166,0,REGULAR,1.0,1,WET,300,468,1.8075,EARLY,0.7398425380533039
J0009,SORGHUM,37,168,0,REGULAR,1.0,1,NORMAL,300,479,1.4862,EARLY,0.7550708578760134
J0010,SORGHUM,31,168,144,REGULAR,1.0,0,NORMAL,300,465,1.2452,EARLY,0.7550708578760134
J0011,CORN,34,170,36,REGULAR,1.0,1,WET,300,511,1.3657,EARLY,0.7614159911354756
J0012,SOY,41,174,0,REGULAR,1.0,1,WET,300,479,1.6468,EARLY,0.7664920977430455
J0013,CORN,43,181,0,REGULAR,1.0,1,NORMAL,300,479,1.7272,EARLY,0.7715682043506152
J0014,SORGHUM,34,193,39,REGULAR,1.0,1,WET,300,509,1.3657,EARLY,0.7893345774771098
J0015,SOY,40,196,64,CONTRACTED,1.25,1,NORMAL,300,478,1.6067,EARLY,0.7931416574327871
J0016,SORGHUM,36,202,50,REGULAR,1.0,1,NORMAL,300,486,1.446,EARLY,0.7956797107365721
J0017,SOY,37,203,185,CONTRACTED,1.25,0,DRY,300,488,1.4862,EARLY,0.7944106840846795
J0018,CORN,38,205,188,REGULAR,1.0,0,WET,300,532,1.5263,EARLY,0.7880655508252173
J0019,CORN,38,213,39,REGULAR,1.0,1,NORMAL,300,503,1.5263,EARLY,0.7550708578760132
J0020,SOY,41,229,64,REGULAR,1.0,1,NORMAL,300,534,1.6468,EARLY,0.6738531521548959
J0021,CORN,44,235,220,URGENT,1.75,1,WET,300,488,1.7673,EARLY,0.6751221788067885
J0022,SOY,39,237,0,REGULAR,1.0,1,NORMAL,300,547,1.5665,EARLY,0.6751221788067885
J0023,SOY,37,246,98,REGULAR,1.0,1,DRY,300,525,1.4862,MID,0.6586248323321865
J0024,CORN,34,249,8,REGULAR,1.0,1,NORMAL,300,534,1.3657,MID,0.6472035924651542
J0025,CORN,38,250,4,REGULAR,1.0,1,NORMAL,300,540,1.5263,MID,0.640858459205692
J0026,SORGHUM,34,256,17,REGULAR,1.0,1,NORMAL,300,548,1.3657,MID,0.5989805796932409
J0027,CORN,34,260,38,REGULAR,1.0,1,WET,300,555,1.3657,MID,0.5761380999591765
J0028,SOY,35,264,256,CONTRACTED,1.25,0,DRY,300,534,1.4058,MID,0.5647168600921445
J0029,CORN,42,289,134,REGULAR,1.0,1,DRY,300,556,1.687,MID,0.7144620050154546
J0030,CORN,41,294,216,REGULAR,1.0,1,NORMAL,300,579,1.6468,MID,0.7601469644835833
J0031,SOY,38,310,148,REGULAR,1.0,1,NORMAL,300,609,1.5263,MID,0.9378106957485275
J0032,SOY,37,317,104,REGULAR,1.0,1,WET,300,628,1.4862,MID,0.999
J0033,CORN,41,318,243,REGULAR,1.0,1,WET,300,596,1.6468,MID,0.999
J0034,SORGHUM,34,319,199,REGULAR,1.0,1,WET,300,632,1.3657,MID,0.999
J0035,SOY,35,320,172,REGULAR,1.0,1,WET,300,619,1.4058,MID,0.999
J0036,SOY,37,321,163,REGULAR,1.0,1,NORMAL,300,609,1.4862,MID,0.999
J0037,SOY,35,323,323,REGULAR,1.0,0,NORMAL,300,624,1.4058,MID,0.999
J0038,CORN,38,326,157,CONTRACTED,1.25,1,WET,300,594,1.5263,MID,0.999
J0039,CORN,40,328,138,REGULAR,1.0,1,WET,300,623,1.6067,MID,0.999
J0040,SOY,41,328,328,REGULAR,1.0,0,WET,300,644,1.6468,MID,0.999
J0041,SOY,41,328,328,REGULAR,1.0,0,DRY,300,631,1.6468,MID,0.999
J0042,SOY,37,329,150,CONTRACTED,1.25,1,NORMAL,300,592,1.4862,MID,0.999
J0043,CORN,39,336,336,REGULAR,1.0,0,NORMAL,300,642,1.5665,MID,0.999
J0044,SOY,36,344,344,CONTRACTED,1.25,0,NORMAL,300,623,1.446,MID,0.9827345891409579
J0045,SORGHUM,35,345,345,URGENT,1.75,0,NORMAL,300,581,1.4058,MID,0.9700443226220332
J0046,CORN,43,353,259,REGULAR,1.0,1,NORMAL,300,634,1.7272,MID,0.8583699772554967
J0047,SOY,39,364,364,REGULAR,1.0,0,DRY,300,656,1.5665,MID,0.7187770455473262
J0048,CORN,38,365,204,REGULAR,1.0,1,DRY,300,656,1.5263,MID,0.704817752376509
J0049,SORGHUM,33,384,156,REGULAR,1.0,1,NORMAL,300,677,1.3255,MID,0.4522814486499096
J0050,CORN,34,404,298,CONTRACTED,1.25,1,NORMAL,300,669,1.3657,MID,0.4192867557007056
J0051,CORN,44,409,283,REGULAR,1.0,1,NORMAL,300,709,1.7673,MID,0.4307079955677378
J0052,SOY,38,417,417,REGULAR,1.0,0,NORMAL,300,728,1.5263,MID,0.4484743686942323
J0053,SOY,36,419,419,REGULAR,1.0,0,WET,300,738,1.446,MID,0.4535504753018021
J0054,SOY,36,439,439,REGULAR,1.0,0,NORMAL,300,745,1.446,MID,0.5220779145039949
J0055,SOY,36,441,232,REGULAR,1.0,1,NORMAL,300,733,1.446,MID,0.5271540211115647
J0056,CORN,37,461,248,REGULAR,1.0,1,NORMAL,300,735,1.4862,MID,0.6083717268326823
J0057,CORN,35,462,272,REGULAR,1.0,1,WET,300,782,1.4058,MID,0.6121788067883596
J0058,CORN,44,472,426,REGULAR,1.0,1,NORMAL,300,756,1.7673,MID,0.6388283664781012
J0059,CORN,45,472,472,CONTRACTED,1.25,0,NORMAL,300,739,1.8075,MID,0.6388283664781012
J0060,CORN,36,477,355,REGULAR,1.0,1,WET,300,768,1.446,MID,0.6388283664781012
J0061,CORN,34,485,485,REGULAR,1.0,0,NORMAL,300,788,1.3657,LATE,0.6362903131743162
J0062,SOY,37,488,377,REGULAR,1.0,1,NORMAL,300,767,1.4862,LATE,0.6286761532629614
J0063,SOY,37,503,433,REGULAR,1.0,1,WET,300,790,1.4862,LATE,0.5601487140607687
J0064,SORGHUM,37,503,336,REGULAR,1.0,1,NORMAL,300,789,1.4862,LATE,0.5601487140607687
J0065,SOY,35,510,329,REGULAR,1.0,1,WET,300,816,1.4058,LATE,0.5081186213331778
J0066,SORGHUM,35,521,521,REGULAR,1.0,0,DRY,300,811,1.4058,LATE,0.4104035691374584
J0067,CORN,43,532,354,REGULAR,1.0,1,DRY,300,813,1.7272,LATE,0.3114194902898465
J0068,SORGHUM,33,569,408,REGULAR,1.0,1,NORMAL,300,850,1.3255,LATE,0.19720709161952527
J0069,SOY,37,592,489,REGULAR,1.0,1,DRY,300,858,1.4862,LATE,0.2302017845687292
J0070,CORN,36,598,598,REGULAR,1.0,0,NORMAL,300,888,1.446,LATE,0.23781594448008397
J0071,SOY,40,617,414,CONTRACTED,1.25,1,DRY,300,857,1.6067,LATE,0.2137044380941272
J0072,SOY,37,636,523,REGULAR,1.0,1,NORMAL,300,938,1.4862,LATE,0.1502531054995042
