job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,98.0,47.0,0.0,0.0
J0002,150.0,47.0,0.0,0.0
J0003,157.0,52.0,0.0,0.0
J0004,163.0,43.0,0.0,0.0
J0005,198.0,51.0,0.0,0.0
J0006,215.0,53.0,0.0,0.0
J0007,219.0,54.0,0.0,0.0
J0008,227.0,61.0,0.0,0.0
J0009,224.0,56.0,8.0,0.0
J0010,226.0,58.0,12.0,0.0
J0011,238.0,68.0,13.0,0.0
J0012,249.0,75.0,14.0,0.0
J0013,248.0,67.0,15.0,0.0
J0014,258.0,65.0,14.0,0.0
J0015,265.0,69.0,16.0,0.0
J0016,269.0,67.0,22.0,0.0
J0017,273.0,70.0,21.0,0.0
J0018,284.0,79.0,22.0,0.0
J0019,285.0,72.0,21.0,0.0
J0020,295.0,66.0,9.0,0.0
J0021,298.0,63.0,6.0,0.0
J0022,301.0,64.0,11.0,0.0
J0023,314.0,68.0,11.0,0.0
J0024,308.0,59.0,13.0,0.0
J0025,317.0,67.0,21.0,0.0
J0026,315.0,59.0,9.0,0.0
J0027,324.0,64.0,10.0,0.0
J0028,324.0,60.0,10.0,0.0
J0029,335.0,46.0,0.0,0.0
J0030,351.0,57.0,3.0,0.0
J0031,360.0,50.0,0.0,0.0
J0032,384.0,67.0,4.0,0.0
J0033,379.0,61.0,0.0,0.0
J0034,381.0,62.0,6.0,0.0
J0035,387.0,67.0,14.0,0.0
J0036,393.0,72.0,18.0,0.0
J0037,409.0,86.0,32.0,0.0
J0038,408.0,82.0,28.0,0.0
J0039,423.0,95.0,34.0,0.0
J0040,428.0,100.0,42.0,0.0
J0041,434.0,106.0,49.0,0.0
J0042,433.0,104.0,52.0,0.0
J0043,436.0,100.0,49.0,0.0
J0044,451.0,107.0,59.0,0.0
J0045,447.0,102.0,55.0,0.0
J0046,457.0,104.0,54.0,0.0
J0047,461.0,97.0,50.0,0.0
J0048,468.0,103.0,57.0,0.0
J0049,475.0,91.0,45.0,0.0
J0050,479.0,75.0,29.0,0.0
J0051,491.0,82.0,27.0,0.0
J0052,490.0,73.0,24.0,0.0
J0053,505.0,86.0,29.0,0.0
J0054,510.0,71.0,24.0,0.0
J0055,517.0,76.0,24.0,0.0
J0056,508.0,47.0,0.0,0.0
J0057,519.0,57.0,2.0,0.0
J0058,535.0,63.0,9.0,0.0
J0059,535.0,63.0,11.0,0.0
J0060,540.0,63.0,11.0,0.0
J0061,541.0,56.0,10.0,0.0
J0062,544.0,56.0,5.0,0.0
J0063,568.0,65.0,8.0,0.0
J0064,554.0,51.0,0.0,0.0
J0065,571.0,61.0,8.0,0.0
J0066,570.0,49.0,5.0,0.0
J0067,582.0,50.0,2.0,0.0
J0068,611.0,42.0,0.0,0.0
J0069,638.0,46.0,0.0,0.0
J0070,643.0,45.0,0.0,0.0
J0071,665.0,48.0,0.0,0.0
J0072,686.0,50.0,0.0,0.0
