job_id,arrival_time_min,arrival_congestion_score,shift_bucket
J0001,129,0.17159763313609466,EARLY
J0002,160,0.1775147928994083,EARLY
J0003,219,0.7573964497041421,EARLY
J0004,231,0.893491124260355,EARLY
J0005,236,0.9230769230769232,EARLY
J0006,243,0.923076923076923,MID
J0007,292,0.9585798816568049,MID
J0008,295,0.9763313609467457,MID
J0009,306,0.9881656804733728,MID
J0010,316,0.9289940828402368,MID
J0011,344,0.4319526627218936,MID
J0012,428,0.8106508875739645,MID
J0013,432,0.8816568047337279,MID
J0014,450,1.0000000000000002,MID
J0015,456,1.0,MID
J0016,477,0.7633136094674556,MID
J0017,508,0.4260355029585799,LATE
J0018,535,0.20710059171597636,LATE
