job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,147,49,0,0
J0002,167,52,0,0
J0003,181,52,0,0
J0004,186,55,0,0
J0005,194,61,8,0
J0006,199,63,12,0
J0007,202,49,3,0
J0008,217,56,0,0
J0009,227,63,3,0
J0010,227,56,6,0
J0011,237,51,0,0
J0012,247,55,2,0
J0013,257,63,7,0
J0014,272,48,0,0
J0015,281,48,1,0
J0016,297,53,0,0
J0017,304,51,0,0
J0018,328,50,0,0
J0019,333,55,0,0
J0020,346,58,2,0
J0021,343,50,0,0
J0022,353,60,11,0
J0023,357,60,12,0
J0024,368,60,12,0
J0025,382,58,0,0
J0026,385,47,0,0
J0027,399,47,1,0
J0028,411,44,0,0
J0029,416,48,0,0
J0030,429,50,0,0
J0031,444,45,0,0
J0032,467,54,0,0
J0033,466,46,0,0
J0034,486,64,4,0
J0035,484,52,1,0
J0036,502,57,0,0
J0037,511,63,10,0
J0038,509,50,3,0
J0039,517,58,7,0
J0040,556,51,0,0
J0041,570,61,0,0
J0042,573,63,8,0
J0043,582,57,7,0
J0044,579,51,2,0
J0045,595,52,2,0
J0046,628,53,0,0
J0047,641,51,0,0
J0048,665,53,0,0
