job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,158,458,472,300,314,300,-8,10,0,8,0,-1.0517,-5.7187,11.2102,52,EARLY
J0002,160,460,457,300,297,300,-8,0,0,8,0,-1.0517,-5.7187,3.4536,56,EARLY
J0003,270,570,554,300,284,300,-8,0,0,0,0,-1.0517,-2.9855,-4.1987,56,MID
J0004,275,575,556,300,281,300,-8,10,0,0,0,-1.0517,-2.9855,-16.7262,53,MID
J0005,289,559,553,270,264,270,-8,0,9,0,0,-1.0517,-2.9855,-2.7783,58,MID
J0006,294,594,588,300,294,300,-8,0,9,0,0,-1.0517,-2.9855,-2.8685,54,MID
J0007,301,571,558,270,257,270,-8,0,0,0,0,-1.0517,-2.9855,-0.6737,53,MID
J0008,314,614,595,300,281,300,-8,0,0,0,0,-1.0517,-2.9855,-7.4521,57,MID
J0009,315,615,629,300,314,300,6,0,9,0,0,-1.0517,-2.9855,2.981,61,MID
J0010,344,644,642,300,298,300,-8,10,9,0,0,-1.0517,-2.9855,-9.135,59,MID
J0011,377,677,674,300,297,300,-8,10,0,0,0,-1.0517,-2.9855,-1.4146,54,MID
J0012,377,677,668,300,291,300,-8,10,-5,0,0,-1.0517,-2.9855,-2.0708,48,MID
J0013,398,698,708,300,310,300,6,5,0,0,0,-1.0517,-2.9855,3.1667,48,MID
J0014,433,733,725,300,292,300,-8,10,0,0,0,-1.0517,-2.9855,-6.3369,53,MID
J0015,459,759,754,300,295,300,-8,0,0,0,0,-1.0517,-2.9855,6.8835,54,MID
J0016,515,815,827,300,312,300,6,0,9,-12,0,-1.0517,-2.2125,11.9802,56,LATE
J0017,520,820,812,300,292,300,-8,10,0,-12,0,-1.0517,-2.2125,5.0453,54,LATE
J0018,565,865,865,300,300,300,-8,5,0,-12,0,-1.0517,-2.2125,17.9482,52,LATE
