job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,72,312,326,240,254,240,-8,0,9,8,8,3.6785,-0.1032,-6.8182,57,EARLY
J0002,84,324,350,240,266,240,-8,10,9,8,8,3.6785,-0.1032,-4.3834,57,EARLY
J0003,93,393,423,300,330,300,6,10,-5,8,8,3.6785,-0.1032,-0.2172,51,EARLY
J0004,98,398,420,300,322,300,-8,10,9,8,8,3.6785,-0.1032,-8.2771,58,EARLY
J0005,106,406,436,300,330,300,-8,10,9,8,8,3.6785,-0.1032,-0.46,58,EARLY
J0006,108,378,424,270,316,270,-8,5,0,8,8,3.6785,-0.1032,29.909,47,EARLY
J0007,111,411,449,300,338,300,-8,10,9,8,8,3.6785,-0.1032,7.73,57,EARLY
J0008,113,413,458,300,345,300,6,10,9,8,8,3.6785,-0.1032,0.4331,58,EARLY
J0009,160,460,503,300,343,300,6,10,0,8,8,3.6785,-0.1032,7.797,51,EARLY
J0010,179,479,500,300,321,300,6,5,0,8,8,3.6785,-0.1032,-10.075,53,EARLY
J0011,185,425,444,240,259,240,-8,5,0,8,8,3.6785,-0.1032,2.8046,51,EARLY
J0012,229,529,534,300,305,300,-8,0,0,8,8,3.6785,-0.1032,-6.0837,49,EARLY
J0013,276,576,567,300,291,300,-8,10,0,0,8,3.6785,2.6227,-25.5285,56,MID
J0014,278,578,563,300,285,300,-8,0,-5,0,8,3.6785,2.6227,-15.8451,52,MID
J0015,304,604,609,300,305,300,-8,10,9,0,8,3.6785,2.6227,-20.3575,60,MID
J0016,320,560,606,240,286,240,6,10,9,0,8,3.6785,2.6227,6.8678,60,MID
J0017,452,752,790,300,338,300,-8,10,9,0,8,3.6785,2.6227,12.4183,63,MID
J0018,483,753,774,270,291,270,-8,10,9,-12,8,3.6785,-0.3918,11.1677,62,LATE
J0019,491,791,806,300,315,300,6,0,0,-12,8,3.6785,-0.3918,9.6259,54,LATE
J0020,517,817,824,300,307,300,-8,10,0,-12,8,3.6785,-0.3918,5.5057,55,LATE
J0021,519,819,822,300,303,300,6,5,0,-12,8,3.6785,-0.3918,-6.8736,49,LATE
J0022,532,832,852,300,320,300,6,10,0,-12,8,3.6785,-0.3918,5.0256,53,LATE
J0023,533,833,858,300,325,300,6,10,9,-12,8,3.6785,-0.3918,0.9482,58,LATE
J0024,562,862,872,300,310,300,-8,0,9,-12,8,3.6785,-0.3918,9.2695,55,LATE
