job_id,arrival_time_min,arrival_congestion_score,shift_bucket
J0001,158,0.2303065693430657,EARLY
J0002,160,0.2303065693430657,EARLY
J0003,270,0.7623941605839417,MID
J0004,275,0.8616642335766425,MID
J0005,289,0.999,MID
J0006,294,0.999,MID
J0007,301,0.999,MID
J0008,314,0.9847591240875911,MID
J0009,315,0.9688759124087593,MID
J0010,344,0.6575328467153286,MID
J0011,377,0.5662043795620438,MID
J0012,377,0.5662043795620438,MID
J0013,398,0.4828175182481751,MID
J0014,433,0.3160437956204379,MID
J0015,459,0.20089051094890514,MID
J0016,515,0.32398540145985394,LATE
J0017,520,0.327956204379562,LATE
J0018,565,0.14927007299270068,LATE
