job_id,commodity,load_tons,arrival_time_min,reveal_time_min,priority_class,priority_weight,appointment_flag,moisture_class,statutory_wait_limit_min,completion_due_min,overwait_cost_rs_per_min,shift_bucket,arrival_congestion_score
J0001,SOY,37,9,9,REGULAR,1.0,0,NORMAL,300,347,1.4862,EARLY,0.2806122448979592
J0002,CORN,34,14,0,REGULAR,1.0,1,DRY,300,313,1.3657,EARLY,0.3231292517006803
J0003,CORN,42,63,63,REGULAR,1.0,0,WET,300,398,1.687,EARLY,0.7525510204081635
J0004,CORN,39,64,64,REGULAR,1.0,0,NORMAL,300,387,1.5665,EARLY,0.7568027210884355
J0005,SOY,41,78,1,REGULAR,1.0,1,NORMAL,300,362,1.6468,EARLY,0.7525510204081635
J0006,CORN,44,80,0,REGULAR,1.0,1,WET,300,383,1.7673,EARLY,0.7440476190476192
J0007,CORN,37,110,0,REGULAR,1.0,1,WET,300,402,1.4862,EARLY,0.3954081632653062
J0008,SOY,40,162,162,REGULAR,1.0,0,NORMAL,300,484,1.6067,EARLY,0.03401360544217687
J0009,SORGHUM,31,232,232,REGULAR,1.0,0,NORMAL,300,549,1.2452,EARLY,0.5994897959183675
J0010,SOY,39,242,155,CONTRACTED,1.25,1,NORMAL,300,515,1.5665,MID,0.8035714285714286
J0011,CORN,41,246,245,URGENT,1.75,1,NORMAL,300,459,1.6468,MID,0.854591836734694
J0012,SORGHUM,34,267,115,REGULAR,1.0,1,WET,300,573,1.3657,MID,0.9438775510204083
J0013,SORGHUM,38,275,275,REGULAR,1.0,0,DRY,300,584,1.5263,MID,0.9098639455782314
J0014,SOY,40,289,289,REGULAR,1.0,0,WET,300,598,1.6067,MID,0.7312925170068028
J0015,SORGHUM,32,294,287,URGENT,1.75,1,DRY,300,552,1.2853,MID,0.6335034013605443
J0016,CORN,44,423,423,REGULAR,1.0,0,NORMAL,300,737,1.7673,MID,0.08078231292517007
J0017,CORN,43,469,457,URGENT,1.75,1,NORMAL,300,709,1.7272,MID,0.39115646258503406
J0018,SOY,37,478,352,REGULAR,1.0,1,WET,300,802,1.4862,MID,0.49744897959183687
J0019,SOY,37,516,516,REGULAR,1.0,0,WET,300,819,1.4862,LATE,0.9566326530612246
J0020,CORN,45,522,522,REGULAR,1.0,0,DRY,300,825,1.8075,LATE,1.00765306122449
J0021,SOY,40,522,330,REGULAR,1.0,1,WET,300,798,1.6067,LATE,1.0076530612244898
J0022,CORN,34,531,518,URGENT,1.75,1,WET,300,717,1.3657,LATE,0.9396258503401362
J0023,CORN,35,557,557,REGULAR,1.0,0,DRY,300,842,1.4058,LATE,0.6887755102040817
J0024,SOY,41,558,558,REGULAR,1.0,0,NORMAL,300,853,1.6468,LATE,0.6717687074829933
