job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,9,309,347,300,338,300,6,10,0,8,8,-9.957,1.2286,14.597,53,EARLY
J0002,14,314,313,300,299,300,-8,0,-5,8,8,-9.957,1.2286,4.4726,47,EARLY
J0003,63,363,398,300,335,300,6,0,9,8,8,-9.957,1.2286,12.659,61,EARLY
J0004,64,364,387,300,323,300,6,0,0,8,8,-9.957,1.2286,9.986,52,EARLY
J0005,78,378,362,300,284,300,-8,10,0,8,8,-9.957,1.2286,-24.9747,56,EARLY
J0006,80,380,383,300,303,300,-8,0,9,8,8,-9.957,1.2286,-5.4429,62,EARLY
J0007,110,410,402,300,292,300,-8,0,9,8,8,-9.957,1.2286,-16.3188,58,EARLY
J0008,162,462,484,300,322,300,6,10,0,8,8,-9.957,1.2286,-1.566,55,EARLY
J0009,232,532,549,300,317,300,6,5,0,8,8,-9.957,1.2286,-0.8747,48,EARLY
J0010,242,512,515,270,273,270,-8,10,0,0,8,-9.957,4.1266,-1.5026,54,MID
J0011,246,486,459,240,213,240,-8,0,0,0,8,-9.957,4.1266,-20.9062,54,MID
J0012,267,567,573,300,306,300,-8,5,9,0,8,-9.957,4.1266,-2.4301,54,MID
J0013,275,575,584,300,309,300,6,5,-5,0,8,-9.957,4.1266,1.2797,51,MID
J0014,289,589,598,300,309,300,6,10,9,0,8,-9.957,4.1266,-18.4654,60,MID
J0015,294,534,552,240,258,240,-8,5,-5,0,8,-9.957,4.1266,23.7148,47,MID
J0016,423,723,737,300,314,300,6,0,0,0,8,-9.957,4.1266,5.7663,56,MID
J0017,469,709,709,240,240,240,-8,0,0,0,8,-9.957,4.1266,6.2455,55,MID
J0018,478,778,802,300,324,300,-8,10,9,0,8,-9.957,4.1266,10.5305,57,MID
J0019,516,816,819,300,303,300,6,10,9,-12,8,-9.957,-6.5408,-1.5407,57,LATE
J0020,522,822,825,300,303,300,6,0,-5,-12,8,-9.957,-6.5408,22.5344,52,LATE
J0021,522,822,798,300,276,300,-8,10,9,-12,8,-9.957,-6.5408,-14.826,61,LATE
J0022,531,771,717,240,186,240,-8,0,9,-12,8,-9.957,-6.5408,-34.0777,55,LATE
J0023,557,857,842,300,285,300,6,0,-5,-12,8,-9.957,-6.5408,4.5361,48,LATE
J0024,558,858,853,300,295,300,6,10,0,-12,8,-9.957,-6.5408,-0.8001,57,LATE
