job_id,op_seq,machine_id,stage_name,proc_time_nominal_min,proc_time_observed_min,machine_latent_log,shift_latent_log,instance_latent_log,regime_log,congestion_log,commodity_log,moisture_log,idio_log,additive_pause_min,arrival_congestion_score,shift_bucket,commodity,moisture_class
J0001,1,WB1,WEIGH_IN,7,7,0.04822,0.00731,-0.01025,0.01,0.00561,0.0,0.0,-0.00254,0,0.28061,EARLY,SOY,NORMAL
J0001,1,WB2,WEIGH_IN,7,7,-0.03718,0.00731,-0.01025,0.01,0.00561,0.0,0.0,0.0316,0,0.28061,EARLY,SOY,NORMAL
J0001,2,LAB1,SAMPLE_CLASSIFY,12,13,0.0385,-0.01507,0.04705,0.018,0.00982,0.02,0.0,-0.03961,0,0.28061,EARLY,SOY,NORMAL
J0001,3,HOP1,UNLOAD,28,34,0.06845,0.00301,0.00805,0.022,0.01403,0.01,0.0,0.0643,0,0.28061,EARLY,SOY,NORMAL
J0001,4,WB1,WEIGH_OUT,6,6,0.04822,-0.00845,0.011,0.008,0.00421,0.0,0.0,0.00826,0,0.28061,EARLY,SOY,NORMAL
J0001,4,WB2,WEIGH_OUT,6,6,-0.03718,-0.00845,0.011,0.008,0.00421,0.0,0.0,-0.0161,0,0.28061,EARLY,SOY,NORMAL
J0002,1,WB1,WEIGH_IN,7,7,0.04822,0.00731,-0.01025,0.01,0.00646,0.0,0.0,-0.013,0,0.32313,EARLY,CORN,DRY
J0002,1,WB2,WEIGH_IN,7,7,-0.03718,0.00731,-0.01025,0.01,0.00646,0.0,0.0,-0.00292,0,0.32313,EARLY,CORN,DRY
J0002,2,LAB1,SAMPLE_CLASSIFY,10,10,0.0385,-0.01507,0.04705,0.018,0.01131,0.0,-0.02,-0.04499,0,0.32313,EARLY,CORN,DRY
J0002,3,HOP1,UNLOAD,24,30,0.06845,0.00301,0.00805,0.022,0.01616,0.0,-0.01,0.11944,0,0.32313,EARLY,CORN,DRY
J0002,3,HOP2,UNLOAD,27,25,-0.05231,0.00301,0.00805,0.022,0.01616,0.0,-0.01,-0.08399,0,0.32313,EARLY,CORN,DRY
J0002,4,WB1,WEIGH_OUT,6,7,0.04822,-0.00845,0.011,0.008,0.00485,0.0,0.0,0.02445,0,0.32313,EARLY,CORN,DRY
J0002,4,WB2,WEIGH_OUT,6,6,-0.03718,-0.00845,0.011,0.008,0.00485,0.0,0.0,0.00481,0,0.32313,EARLY,CORN,DRY
J0003,1,WB1,WEIGH_IN,8,8,0.04822,0.00731,-0.01025,0.01,0.01505,0.0,0.0,-0.01602,0,0.75255,EARLY,CORN,WET
J0003,1,WB2,WEIGH_IN,8,8,-0.03718,0.00731,-0.01025,0.01,0.01505,0.0,0.0,-0.01716,0,0.75255,EARLY,CORN,WET
J0003,2,LAB1,SAMPLE_CLASSIFY,13,15,0.0385,-0.01507,0.04705,0.018,0.02634,0.0,0.045,0.00399,0,0.75255,EARLY,CORN,WET
J0003,3,HOP1,UNLOAD,33,37,0.06845,0.00301,0.00805,0.022,0.03763,0.0,0.028,-0.0486,0,0.75255,EARLY,CORN,WET
J0003,3,HOP2,UNLOAD,38,44,-0.05231,0.00301,0.00805,0.022,0.03763,0.0,0.028,0.09584,0,0.75255,EARLY,CORN,WET
J0003,4,WB1,WEIGH_OUT,7,8,0.04822,-0.00845,0.011,0.008,0.01129,0.0,0.0,0.01317,0,0.75255,EARLY,CORN,WET
J0003,4,WB2,WEIGH_OUT,7,7,-0.03718,-0.00845,0.011,0.008,0.01129,0.0,0.0,0.00918,0,0.75255,EARLY,CORN,WET
J0004,1,WB1,WEIGH_IN,8,9,0.04822,0.00731,-0.01025,0.01,0.01514,0.0,0.0,-0.00997,1,0.7568,EARLY,CORN,NORMAL
J0004,1,WB2,WEIGH_IN,7,7,-0.03718,0.00731,-0.01025,0.01,0.01514,0.0,0.0,-0.01834,0,0.7568,EARLY,CORN,NORMAL
J0004,2,LAB1,SAMPLE_CLASSIFY,11,12,0.0385,-0.01507,0.04705,0.018,0.02649,0.0,0.0,0.01133,0,0.7568,EARLY,CORN,NORMAL
J0004,3,HOP1,UNLOAD,28,32,0.06845,0.00301,0.00805,0.022,0.03784,0.0,0.0,-0.00716,0,0.7568,EARLY,CORN,NORMAL
J0004,3,HOP2,UNLOAD,31,32,-0.05231,0.00301,0.00805,0.022,0.03784,0.0,0.0,0.01924,0,0.7568,EARLY,CORN,NORMAL
J0004,4,WB1,WEIGH_OUT,7,7,0.04822,-0.00845,0.011,0.008,0.01135,0.0,0.0,-0.01518,0,0.7568,EARLY,CORN,NORMAL
J0004,4,WB2,WEIGH_OUT,6,6,-0.03718,-0.00845,0.011,0.008,0.01135,0.0,0.0,0.01689,0,0.7568,EARLY,CORN,NORMAL
J0005,1,WB1,WEIGH_IN,8,9,0.04822,0.00731,-0.01025,0.01,0.01505,0.0,0.0,0.01193,0,0.75255,EARLY,SOY,NORMAL
J0005,1,WB2,WEIGH_IN,8,10,-0.03718,0.00731,-0.01025,0.01,0.01505,0.0,0.0,0.0002,2,0.75255,EARLY,SOY,NORMAL
J0005,2,LAB1,SAMPLE_CLASSIFY,12,14,0.0385,-0.01507,0.04705,0.018,0.02634,0.02,0.0,-0.00133,0,0.75255,EARLY,SOY,NORMAL
J0005,3,HOP1,UNLOAD,30,35,0.06845,0.00301,0.00805,0.022,0.03763,0.01,0.0,0.01392,0,0.75255,EARLY,SOY,NORMAL
J0005,4,WB1,WEIGH_OUT,6,6,0.04822,-0.00845,0.011,0.008,0.01129,0.0,0.0,-0.01904,0,0.75255,EARLY,SOY,NORMAL
J0005,4,WB2,WEIGH_OUT,7,7,-0.03718,-0.00845,0.011,0.008,0.01129,0.0,0.0,-0.00404,0,0.75255,EARLY,SOY,NORMAL
J0006,1,WB1,WEIGH_IN,8,9,0.04822,0.00731,-0.01025,0.01,0.01488,0.0,0.0,-0.00534,0,0.74405,EARLY,CORN,WET
