job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,39,279,299,240,260,240,-8,10,0,8,18,-3.2244,3.7419,-8.6015,48,EARLY
J0002,41,341,363,300,322,300,-8,10,0,8,18,-3.2244,3.7419,-7.006,50,EARLY
J0003,48,348,377,300,329,300,-8,5,0,8,18,-3.2244,3.7419,5.0424,45,EARLY
J0004,54,294,347,240,293,240,-8,5,9,8,18,-3.2244,3.7419,20.2805,49,EARLY
J0005,69,339,313,270,244,270,-8,0,0,8,18,-3.2244,3.7419,-44.1358,45,EARLY
J0006,70,310,369,240,299,240,-8,5,0,8,18,-3.2244,3.7419,35.9504,44,EARLY
J0007,71,311,355,240,284,240,-8,5,9,8,18,-3.2244,3.7419,11.2266,48,EARLY
J0008,74,314,343,240,269,240,-8,5,9,8,18,-3.2244,3.7419,-3.6147,46,EARLY
J0009,80,380,412,300,332,300,-8,0,-5,8,18,-3.2244,3.7419,18.4403,46,EARLY
J0010,82,382,422,300,340,300,6,0,0,8,18,-3.2244,3.7419,7.3533,46,EARLY
J0011,89,329,378,240,289,240,-8,10,9,8,18,-3.2244,3.7419,11.6134,52,EARLY
J0012,89,359,375,270,286,270,-8,10,0,8,18,-3.2244,3.7419,-12.7418,50,EARLY
J0013,91,331,381,240,290,240,-8,10,0,8,18,-3.2244,3.7419,21.2641,48,EARLY
J0014,92,392,425,300,333,300,-8,10,9,8,18,-3.2244,3.7419,-4.339,55,EARLY
J0015,95,395,422,300,327,300,6,10,9,8,18,-3.2244,3.7419,-24.5601,56,EARLY
J0016,99,399,435,300,336,300,-8,10,0,8,18,-3.2244,3.7419,7.7642,50,EARLY
J0017,106,346,378,240,272,240,-8,5,0,8,18,-3.2244,3.7419,8.928,45,EARLY
J0018,135,435,520,300,385,300,-8,10,0,8,18,-3.2244,3.7419,56.3021,51,EARLY
J0019,203,503,534,300,331,300,6,0,0,8,18,-3.2244,3.7419,-1.5611,52,EARLY
J0020,205,445,482,240,277,240,-8,0,9,8,18,-3.2244,3.7419,9.4932,51,EARLY
J0021,228,528,563,300,335,300,6,0,0,8,18,-3.2244,3.7419,2.4388,48,EARLY
J0022,238,538,560,300,322,300,-8,10,0,8,18,-3.2244,3.7419,-7.0084,51,EARLY
J0023,242,512,493,270,251,270,-8,0,-5,0,18,-3.2244,1.4718,-22.1155,47,MID
J0024,245,515,546,270,301,270,6,5,0,0,18,-3.2244,1.4718,3.3455,43,MID
J0025,254,524,544,270,290,270,6,0,0,0,18,-3.2244,1.4718,-2.0008,49,MID
J0026,255,495,496,240,241,240,-8,0,0,0,18,-3.2244,1.4718,-7.6894,49,MID
J0027,256,526,563,270,307,270,6,10,9,0,18,-3.2244,1.4718,-4.4095,54,MID
J0028,271,571,597,300,326,300,6,0,9,0,18,-3.2244,1.4718,-5.636,54,MID
J0029,277,577,582,300,305,300,-8,10,0,0,18,-3.2244,1.4718,-12.7608,49,MID
J0030,280,580,590,300,310,300,-8,10,9,0,18,-3.2244,1.4718,-16.8461,56,MID
J0031,287,587,586,300,299,300,-8,5,0,0,18,-3.2244,1.4718,-13.8391,45,MID
J0032,305,605,625,300,320,300,-8,10,0,0,18,-3.2244,1.4718,1.4867,49,MID
J0033,341,611,618,270,277,270,-8,0,0,0,18,-3.2244,1.4718,-1.4705,51,MID
J0034,342,612,656,270,314,270,6,0,9,0,18,-3.2244,1.4718,12.5753,53,MID
J0035,364,664,680,300,316,300,-8,10,9,0,18,-3.2244,1.4718,-11.0326,54,MID
J0036,440,740,757,300,317,300,-8,0,0,0,18,-3.2244,1.4718,9.203,47,MID
J0037,448,688,702,240,254,240,6,5,0,0,18,-3.2244,1.4718,-13.5905,44,MID
J0038,452,752,799,300,347,300,6,0,9,0,18,-3.2244,1.4718,15.6956,55,MID
J0039,463,703,728,240,265,240,-8,0,9,0,18,-3.2244,1.4718,7.9519,47,MID
J0040,508,808,819,300,311,300,6,10,-5,-12,18,-3.2244,0.4443,-3.2259,49,LATE
