event_time_min,event_type,entity_type,entity_id,payload_json
0,JOB_VISIBLE,JOB,J0002,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
0,JOB_VISIBLE,JOB,J0003,"{""commodity"":""SOY"",""load_tons"":36,""priority_class"":""REGULAR""}"
0,JOB_VISIBLE,JOB,J0004,"{""commodity"":""SOY"",""load_tons"":40,""priority_class"":""CONTRACTED""}"
0,JOB_VISIBLE,JOB,J0006,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
0,JOB_VISIBLE,JOB,J0007,"{""commodity"":""SOY"",""load_tons"":41,""priority_class"":""REGULAR""}"
0,JOB_VISIBLE,JOB,J0008,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
0,JOB_VISIBLE,JOB,J0009,"{""commodity"":""SORGHUM"",""load_tons"":35,""priority_class"":""REGULAR""}"
0,JOB_VISIBLE,JOB,J0011,"{""commodity"":""SORGHUM"",""load_tons"":37,""priority_class"":""REGULAR""}"
0,JOB_VISIBLE,JOB,J0013,"{""commodity"":""CORN"",""load_tons"":36,""priority_class"":""REGULAR""}"
0,JOB_VISIBLE,JOB,J0015,"{""commodity"":""SOY"",""load_tons"":39,""priority_class"":""REGULAR""}"
0,JOB_VISIBLE,JOB,J0017,"{""commodity"":""SORGHUM"",""load_tons"":33,""priority_class"":""REGULAR""}"
5,JOB_ARRIVAL,JOB,J0001,"{""commodity"":""CORN"",""load_tons"":39,""priority_class"":""REGULAR""}"
5,JOB_VISIBLE,JOB,J0001,"{""commodity"":""CORN"",""load_tons"":39,""priority_class"":""REGULAR""}"
18,JOB_VISIBLE,JOB,J0019,"{""commodity"":""CORN"",""load_tons"":39,""priority_class"":""CONTRACTED""}"
19,JOB_VISIBLE,JOB,J0010,"{""commodity"":""CORN"",""load_tons"":37,""priority_class"":""CONTRACTED""}"
24,JOB_VISIBLE,JOB,J0026,"{""commodity"":""SOY"",""load_tons"":37,""priority_class"":""REGULAR""}"
35,JOB_VISIBLE,JOB,J0034,"{""commodity"":""SOY"",""load_tons"":36,""priority_class"":""REGULAR""}"
55,JOB_ARRIVAL,JOB,J0002,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
58,JOB_VISIBLE,JOB,J0022,"{""commodity"":""SOY"",""load_tons"":36,""priority_class"":""REGULAR""}"
61,JOB_ARRIVAL,JOB,J0003,"{""commodity"":""SOY"",""load_tons"":36,""priority_class"":""REGULAR""}"
