job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,52,47,0,0
J0002,99,44,0,0
J0003,109,48,0,0
J0004,124,55,3,0
J0005,123,54,4,0
J0006,130,54,8,0
J0007,148,70,15,0
J0008,148,68,19,0
J0009,151,69,20,0
J0010,172,88,38,0
J0011,176,85,34,0
J0012,191,95,53,0
J0013,180,75,22,0
J0014,186,74,18,0
J0015,211,91,27,0
J0016,203,79,24,0
J0017,212,77,32,0
J0018,210,72,24,0
J0019,227,68,17,0
J0020,234,67,12,0
J0021,240,55,0,0
J0022,259,53,4,0
J0023,259,48,0,0
J0024,273,51,2,0
J0025,286,45,0,0
J0026,296,53,0,0
J0027,305,62,9,0
J0028,312,65,9,0
J0029,326,78,19,0
J0030,329,79,24,0
J0031,338,86,34,0
J0032,353,100,43,0
J0033,357,102,47,0
J0034,365,102,46,0
J0035,386,120,56,0
J0036,385,117,51,0
J0037,392,116,50,0
J0038,388,111,62,0
J0039,411,133,82,0
J0040,409,117,67,0
J0041,420,127,70,0
J0042,438,124,69,0
J0043,433,118,69,0
J0044,428,85,33,0
J0045,452,103,41,0
J0046,461,109,50,0
J0047,509,50,0,0
J0048,520,44,0,0
J0049,543,53,3,0
J0050,558,61,0,0
J0051,553,52,2,0
J0052,568,66,14,0
J0053,562,59,13,0
J0054,580,67,15,0
J0055,593,79,13,0
J0056,597,68,12,0
J0057,597,63,14,0
J0058,619,82,21,0
J0059,619,68,7,0
J0060,621,59,12,0
J0061,640,74,26,0
J0062,635,62,14,0
J0063,643,64,15,0
J0064,645,56,9,0
