job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,94,57,0,0
J0002,129,61,0,0
J0003,145,75,14,0
J0004,160,89,35,0
J0005,181,108,45,0
J0006,216,127,63,0
J0007,196,95,33,0
J0008,228,125,69,0
J0009,255,58,0,0
J0010,295,98,28,0
J0011,287,65,5,0
J0012,336,105,34,0
J0013,373,134,69,0
J0014,404,153,96,0
J0015,553,300,233,0
J0016,588,334,268,34
J0017,433,170,112,0
J0018,397,126,64,0
J0019,441,152,79,0
J0020,479,157,91,0
J0021,620,160,104,0
J0022,652,188,129,0
J0023,687,219,156,0
J0024,717,221,167,0
