job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,80,49,0,0
J0002,82,47,0,0
J0003,95,52,1,0
J0004,99,51,0,0
J0005,104,50,4,0
J0006,111,56,2,0
J0007,130,75,15,0
J0008,125,61,17,0
J0009,137,73,24,0
J0010,154,83,27,0
J0011,164,91,29,0
J0012,159,85,38,0
J0013,179,104,51,0
J0014,186,107,54,0
J0015,190,111,60,0
J0016,206,123,69,0
J0017,156,64,12,0
J0018,151,51,6,0
J0019,211,109,60,0
J0020,216,112,58,0
J0021,180,75,16,0
J0022,181,68,19,0
J0023,232,118,66,0
J0024,235,110,58,0
J0025,240,113,62,0
J0026,193,63,14,0
J0027,254,118,67,0
J0028,208,71,17,0
J0029,213,74,15,0
J0030,261,109,58,0
J0031,267,114,58,0
J0032,218,49,1,0
J0033,246,48,0,0
J0034,278,74,24,0
J0035,285,81,31,0
J0036,267,59,8,0
J0037,301,92,30,0
J0038,305,89,33,0
J0039,285,68,9,0
J0040,301,77,16,0
J0041,317,91,29,0
J0042,327,99,45,0
J0043,307,74,27,0
J0044,328,94,41,0
J0045,326,92,44,0
J0046,313,75,26,0
J0047,331,86,37,0
J0048,350,102,53,0
J0049,356,104,50,0
J0050,360,106,47,0
J0051,372,117,67,0
J0052,382,127,73,0
J0053,346,84,33,0
J0054,344,80,32,0
J0055,383,119,70,0
J0056,397,133,84,0
J0057,407,134,82,0
J0058,364,89,37,0
J0059,409,133,79,0
J0060,420,142,90,0
J0061,435,155,99,0
J0062,438,154,97,0
J0063,442,155,108,0
J0064,463,173,116,0
J0065,395,94,44,0
J0066,466,163,110,0
J0067,464,158,105,0
J0068,407,100,50,0
J0069,419,105,56,0
J0070,433,118,68,0
J0071,486,171,122,0
J0072,494,178,120,0
J0073,425,104,58,0
J0074,492,165,106,0
J0075,442,113,64,0
J0076,457,127,77,0
J0077,512,180,126,0
J0078,469,134,79,0
J0079,454,106,55,0
J0080,484,128,76,0
J0081,514,143,97,0
J0082,514,79,31,0
J0083,536,57,0,0
J0084,549,47,0,0
J0085,561,53,0,0
J0086,566,55,1,0
J0087,571,58,10,0
J0088,576,60,7,0
J0089,590,65,10,0
J0090,585,54,0,0
J0091,595,62,9,0
J0092,600,53,0,0
J0093,618,43,0,0
J0094,628,51,0,0
J0095,637,55,2,0
J0096,643,61,9,0
