job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,12,312,333,300,321,300,-8,10,9,8,8,-2.0558,1.0345,-5.2382,50,EARLY
J0002,14,314,337,300,323,300,-8,10,0,8,8,-2.0558,1.0345,5.7137,44,EARLY
J0003,16,256,272,240,256,240,-8,0,9,8,8,-2.0558,1.0345,0.1062,47,EARLY
J0004,32,332,357,300,325,300,6,10,9,8,8,-2.0558,1.0345,-15.3726,49,EARLY
J0005,41,341,351,300,310,300,-8,0,9,8,8,-2.0558,1.0345,-5.9889,46,EARLY
J0006,60,330,361,270,301,270,6,5,9,8,8,-2.0558,1.0345,-4.1205,45,EARLY
J0007,68,308,336,240,268,240,-8,0,9,8,8,-2.0558,1.0345,12.0882,49,EARLY
J0008,70,370,387,300,317,300,-8,5,9,8,8,-2.0558,1.0345,-4.0314,42,EARLY
J0009,74,374,387,300,313,300,-8,10,0,8,8,-2.0558,1.0345,-4.1684,47,EARLY
J0010,75,345,341,270,266,270,-8,0,-5,8,8,-2.0558,1.0345,-6.3646,42,EARLY
J0011,75,315,318,240,243,240,-8,10,0,8,8,-2.0558,1.0345,-14.2091,44,EARLY
J0012,77,377,424,300,347,300,6,10,0,8,8,-2.0558,1.0345,16.2506,43,EARLY
J0013,81,381,337,300,256,300,-8,10,0,8,8,-2.0558,1.0345,-60.6466,42,EARLY
J0014,82,352,393,270,311,270,6,10,0,8,8,-2.0558,1.0345,9.624,46,EARLY
J0015,82,322,331,240,249,240,-8,10,9,8,8,-2.0558,1.0345,-16.7922,48,EARLY
J0016,83,383,398,300,315,300,-8,0,9,8,8,-2.0558,1.0345,-0.9337,45,EARLY
J0017,88,388,386,300,298,300,-8,10,0,8,8,-2.0558,1.0345,-19.0854,47,EARLY
J0018,88,388,410,300,322,300,-8,10,0,8,8,-2.0558,1.0345,5.419,43,EARLY
J0019,89,389,417,300,328,300,6,10,9,8,8,-2.0558,1.0345,-12.3803,48,EARLY
J0020,90,390,408,300,318,300,6,0,0,8,8,-2.0558,1.0345,-2.6692,42,EARLY
J0021,92,332,315,240,223,240,-8,0,-5,8,8,-2.0558,1.0345,-19.2466,41,EARLY
J0022,94,394,442,300,348,300,6,10,9,8,8,-2.0558,1.0345,8.1372,49,EARLY
J0023,97,337,337,240,240,240,-8,5,0,8,8,-2.0558,1.0345,-12.0091,36,EARLY
J0024,97,397,420,300,323,300,6,0,0,8,8,-2.0558,1.0345,2.0445,43,EARLY
J0025,106,406,453,300,347,300,6,0,9,8,8,-2.0558,1.0345,17.3169,49,EARLY
J0026,110,410,429,300,319,300,-8,10,9,8,8,-2.0558,1.0345,-6.6263,49,EARLY
J0027,111,381,384,270,273,270,-8,0,0,8,8,-2.0558,1.0345,-4.1877,43,EARLY
J0028,112,412,434,300,322,300,-8,0,9,8,8,-2.0558,1.0345,6.0617,46,EARLY
J0029,114,414,437,300,323,300,6,10,0,8,8,-2.0558,1.0345,-8.2475,44,EARLY
J0030,115,415,440,300,325,300,-8,5,9,8,8,-2.0558,1.0345,4.0086,43,EARLY
J0031,124,424,448,300,324,300,6,10,-5,8,8,-2.0558,1.0345,-1.8806,43,EARLY
J0032,138,408,407,270,269,270,-8,10,0,8,8,-2.0558,1.0345,-17.6332,46,EARLY
J0033,146,446,479,300,333,300,-8,10,0,8,8,-2.0558,1.0345,16.4667,44,EARLY
J0034,149,389,414,240,265,240,-8,0,9,8,8,-2.0558,1.0345,9.165,48,EARLY
J0035,164,464,487,300,323,300,-8,10,0,8,8,-2.0558,1.0345,5.8458,43,EARLY
J0036,191,491,506,300,315,300,-8,10,0,8,8,-2.0558,1.0345,-2.1229,44,EARLY
J0037,193,463,498,270,305,270,-8,0,0,8,8,-2.0558,1.0345,28.2716,42,EARLY
J0038,206,476,489,270,283,270,-8,10,-5,8,8,-2.0558,1.0345,0.9608,42,EARLY
J0039,209,509,526,300,317,300,-8,10,0,8,8,-2.0558,1.0345,-0.3896,47,EARLY
J0040,230,530,546,300,316,300,6,0,0,8,8,-2.0558,1.0345,-5.0393,40,EARLY
