job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,60,48,0,0
J0002,60,46,0,0
J0003,68,52,0,0
J0004,85,53,1,0
J0005,91,50,0,0
J0006,106,46,0,0
J0007,122,54,0,0
J0008,118,48,2,0
J0009,126,52,0,0
J0010,124,49,9,0
J0011,132,57,7,0
J0012,143,66,21,0
J0013,149,68,19,0
J0014,160,78,24,0
J0015,168,86,34,0
J0016,153,70,19,0
J0017,180,92,36,0
J0018,185,97,48,0
J0019,189,100,52,0
J0020,170,80,23,0
J0021,179,87,37,0
J0022,208,114,59,0
J0023,172,75,33,0
J0024,202,105,48,0
J0025,208,102,47,0
J0026,214,104,43,0
J0027,210,99,52,0
J0028,230,118,72,0
J0029,233,119,68,0
J0030,215,100,45,0
J0031,238,114,66,0
J0032,256,118,66,0
J0033,258,112,64,0
J0034,232,83,25,0
J0035,264,100,50,0
J0036,275,84,41,0
J0037,237,44,0,0
J0038,280,74,29,0
J0039,292,83,30,0
J0040,275,45,2,0
J0041,298,64,0,0
J0042,295,49,1,0
J0043,310,59,0,0
J0044,308,50,0,0
J0045,318,56,7,0
J0046,330,66,9,0
J0047,331,66,6,0
J0048,332,63,12,0
J0049,339,70,23,0
J0050,354,84,35,0
J0051,337,66,19,0
J0052,357,84,32,0
J0053,361,86,40,0
J0054,366,89,33,0
J0055,379,97,47,0
J0056,365,82,28,0
J0057,381,93,43,0
J0058,383,87,37,0
J0059,391,92,44,0
J0060,401,101,38,0
J0061,404,101,54,0
J0062,405,99,50,0
J0063,409,87,27,0
J0064,428,104,52,0
J0065,415,78,30,0
J0066,405,48,0,0
J0067,424,43,2,0
J0068,451,54,7,0
J0069,481,38,0,0
J0070,500,52,0,0
J0071,501,46,0,0
J0072,514,52,0,0
J0073,517,53,1,0
J0074,525,57,6,0
J0075,522,52,4,0
J0076,537,45,0,0
J0077,539,47,1,0
J0078,549,57,7,0
J0079,556,61,8,0
J0080,561,64,14,0
J0081,568,68,10,0
J0082,570,59,3,0
J0083,580,68,21,0
J0084,573,57,8,0
J0085,586,66,10,0
J0086,594,69,19,0
J0087,594,64,13,0
J0088,599,67,22,0
J0089,601,64,13,0
J0090,615,73,18,0
J0091,619,72,26,0
J0092,622,73,18,0
J0093,639,87,37,0
J0094,638,81,30,0
J0095,644,86,40,0
J0096,662,92,44,0
