job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,25,265,322,240,297,240,-8,10,9,8,18,-0.457,2.0191,18.6112,57,EARLY
J0002,25,325,338,300,313,300,-8,10,0,8,18,-0.457,2.0191,-16.6491,48,EARLY
J0003,31,331,364,300,333,300,-8,10,0,8,18,-0.457,2.0191,3.4567,50,EARLY
J0004,53,353,411,300,358,300,6,10,0,8,18,-0.457,2.0191,14.4044,49,EARLY
J0005,59,359,387,300,328,300,-8,0,9,8,18,-0.457,2.0191,-0.2833,52,EARLY
J0006,77,347,382,270,305,270,-8,10,9,8,18,-0.457,2.0191,-3.5002,54,EARLY
J0007,79,319,374,240,295,240,6,0,0,8,18,-0.457,2.0191,21.0501,49,EARLY
J0008,79,379,380,300,301,300,-8,5,0,8,18,-0.457,2.0191,-24.0241,42,EARLY
J0009,88,388,437,300,349,300,6,10,0,8,18,-0.457,2.0191,5.7501,50,EARLY
J0010,91,391,416,300,325,300,-8,0,0,8,18,-0.457,2.0191,5.6298,46,EARLY
J0011,97,397,425,300,328,300,-8,5,0,8,18,-0.457,2.0191,3.1887,45,EARLY
J0012,193,493,536,300,343,300,-8,10,9,8,18,-0.457,2.0191,4.3681,53,EARLY
J0013,202,442,468,240,266,240,-8,10,0,8,18,-0.457,2.0191,-3.8133,51,EARLY
J0014,206,506,545,300,339,300,-8,0,0,8,18,-0.457,2.0191,19.0737,48,EARLY
J0015,208,448,457,240,249,240,-8,0,0,8,18,-0.457,2.0191,-10.3426,47,EARLY
J0016,221,521,567,300,346,300,6,0,0,8,18,-0.457,2.0191,12.8311,51,EARLY
J0017,239,539,567,300,328,300,-8,10,0,8,18,-0.457,2.0191,-1.1269,48,EARLY
J0018,242,542,571,300,329,300,-8,10,9,0,18,-0.457,8.6642,-8.3674,53,MID
J0019,243,543,582,300,339,300,6,10,0,0,18,-0.457,8.6642,-3.3728,48,MID
J0020,258,558,578,300,320,300,-8,10,0,0,18,-0.457,8.6642,-8.3048,48,MID
J0021,260,560,618,300,358,300,-8,0,0,0,18,-0.457,8.6642,40.2381,48,MID
J0022,262,502,527,240,265,240,-8,10,0,0,18,-0.457,8.6642,-3.6115,48,MID
J0023,262,532,577,270,315,270,6,10,0,0,18,-0.457,8.6642,3.1406,51,MID
J0024,265,565,591,300,326,300,-8,10,9,0,18,-0.457,8.6642,-11.1077,57,MID
J0025,266,536,557,270,291,270,-8,10,0,0,18,-0.457,8.6642,-6.9673,47,MID
J0026,276,546,574,270,298,270,-8,10,9,0,18,-0.457,8.6642,-8.84,55,MID
J0027,295,595,674,300,379,300,6,10,0,0,18,-0.457,8.6642,37.1942,52,MID
J0028,299,599,634,300,335,300,-8,10,0,0,18,-0.457,8.6642,7.2391,49,MID
J0029,310,610,628,300,318,300,-8,5,-5,0,18,-0.457,8.6642,-0.0319,40,MID
J0030,320,560,594,240,274,240,-8,10,0,0,18,-0.457,8.6642,5.8498,51,MID
J0031,433,733,772,300,339,300,6,0,0,0,18,-0.457,8.6642,6.8478,47,MID
J0032,433,733,779,300,346,300,6,10,0,0,18,-0.457,8.6642,3.7434,49,MID
J0033,440,740,784,300,344,300,6,10,0,0,18,-0.457,8.6642,1.3218,49,MID
J0034,453,753,768,300,315,300,-8,0,0,0,18,-0.457,8.6642,-2.8875,45,MID
J0035,467,737,794,270,327,270,-8,5,9,0,18,-0.457,8.6642,24.6707,50,MID
J0036,474,774,807,300,333,300,-8,10,0,0,18,-0.457,8.6642,4.9633,49,MID
J0037,483,723,728,240,245,240,-8,10,0,-12,18,-0.457,2.0957,-5.0446,47,LATE
J0038,492,792,810,300,318,300,6,10,0,-12,18,-0.457,2.0957,-5.7877,51,LATE
J0039,495,765,789,270,294,270,-8,10,0,-12,18,-0.457,2.0957,14.5856,49,LATE
J0040,497,737,746,240,249,240,-8,10,0,-12,18,-0.457,2.0957,-0.8602,49,LATE
