job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,87,62,0,0
J0002,82,57,0,0
J0003,110,79,26,0
J0004,114,61,6,0
J0005,125,66,0,0
J0006,141,64,5,0
J0007,140,61,8,0
J0008,153,74,21,0
J0009,169,81,26,0
J0010,167,76,25,0
J0011,187,90,30,0
J0012,247,54,0,0
J0013,265,63,0,0
J0014,269,63,2,0
J0015,275,67,13,0
J0016,296,75,19,0
J0017,302,63,8,0
J0018,327,85,22,0
J0019,326,83,32,0
J0020,353,95,42,0
J0021,334,74,12,0
J0022,359,97,44,0
J0023,383,121,64,0
J0024,397,132,58,0
J0025,409,143,90,0
J0026,430,154,88,0
J0027,436,141,83,0
J0028,458,159,103,0
J0029,369,59,5,0
J0030,467,147,88,0
J0031,487,54,1,0
J0032,495,62,7,0
J0033,512,72,19,0
J0034,518,65,16,0
J0035,551,84,25,0
J0036,541,67,11,0
J0037,566,83,27,0
J0038,579,87,32,0
J0039,592,97,43,0
J0040,607,110,57,0
