job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,95,44,0,0
J0002,146,43,0,0
J0003,157,52,0,0
J0004,163,43,0,0
J0005,194,47,0,0
J0006,215,53,0,0
J0007,216,51,1,0
J0008,227,61,0,0
J0009,230,62,7,0
J0010,231,63,25,0
J0011,238,68,13,0
J0012,246,72,11,0
J0013,241,60,9,0
J0014,252,59,13,0
J0015,265,69,19,0
J0016,258,56,4,0
J0017,270,67,21,0
J0018,271,66,7,0
J0019,263,50,2,0
J0020,279,50,0,0
J0021,296,61,0,0
J0022,297,60,4,0
J0023,300,54,7,0
J0024,300,51,4,0
J0025,302,52,5,0
J0026,308,52,3,0
J0027,320,60,11,0
J0028,320,56,7,0
J0029,340,51,9,0
J0030,349,55,6,0
J0031,360,50,0,0
J0032,370,53,0,0
J0033,379,61,0,0
J0034,380,61,5,0
J0035,387,67,13,0
J0036,390,69,22,0
J0037,391,68,14,0
J0038,404,78,24,0
J0039,411,83,22,0
J0040,417,89,33,0
J0041,414,86,35,0
J0042,418,89,39,0
J0043,430,94,41,0
J0044,436,92,47,0
J0045,430,85,36,0
J0046,437,84,32,0
J0047,438,74,27,0
J0048,441,76,29,0
J0049,452,68,26,0
J0050,451,47,1,0
J0051,463,54,2,0
J0052,465,48,0,0
J0053,475,56,3,0
J0054,485,46,1,0
J0055,494,53,0,0
J0056,505,44,0,0
J0057,513,51,0,0
J0058,523,51,0,0
J0059,524,52,0,0
J0060,528,51,0,0
J0061,535,50,5,0
J0062,541,53,0,0
J0063,553,50,0,0
J0064,555,52,0,0
J0065,564,54,0,0
J0066,565,44,0,0
J0067,575,43,0,0
J0068,606,37,0,0
J0069,633,41,0,0
J0070,643,45,0,0
J0071,661,44,0,0
J0072,681,45,0,0
