job_id,arrival_time_min,arrival_congestion_score,shift_bucket
J0001,129,0.1812071005917159,EARLY
J0002,160,0.18745562130177518,EARLY
J0003,219,0.7998106508875741,EARLY
J0004,231,0.943526627218935,EARLY
J0005,236,0.9747692307692309,EARLY
J0006,243,0.9747692307692307,MID
J0007,292,0.999,MID
J0008,295,0.999,MID
J0009,306,0.999,MID
J0010,316,0.999,MID
J0011,344,0.5061420118343196,MID
J0012,428,0.9060473372781066,MID
J0013,432,0.9810295857988167,MID
J0014,450,0.999,MID
J0015,456,0.999,MID
J0016,477,0.8560591715976332,MID
J0017,508,0.4998934911242604,LATE
J0018,535,0.268698224852071,LATE
