job_id,arrival_time_min,arrival_congestion_score,shift_bucket
J0001,6,0.06778384485031068,EARLY
J0002,51,0.47260402937299945,EARLY
J0003,52,0.4839013368480512,EARLY
J0004,59,0.5366221050649596,EARLY
J0005,75,0.6382978723404256,EARLY
J0006,84,0.6891357559781585,EARLY
J0007,85,0.6910186405573338,EARLY
J0008,96,0.6853699868198079,EARLY
J0009,99,0.6740726793447562,EARLY
J0010,102,0.6514780643946527,EARLY
J0011,122,0.4707211447938241,EARLY
J0012,135,0.361513839201657,EARLY
J0013,148,0.2692524948220674,EARLY
J0014,188,0.21464884202598386,EARLY
J0015,199,0.27301826398041806,EARLY
J0016,231,0.6910186405573339,EARLY
J0017,237,0.7719826774618717,EARLY
J0018,238,0.7832799849369234,EARLY
J0019,250,0.9019017134249669,MID
J0020,252,0.9226134437958953,MID
J0021,259,0.9753342120128036,MID
J0022,263,0.9998117115420825,MID
J0023,264,1.003577480700433,MID
J0024,264,1.003577480700433,MID
J0025,274,0.9809828657503296,MID
J0026,287,0.9150819054791941,MID
J0027,296,0.85671248352476,MID
J0028,303,0.8115232536245528,MID
J0029,304,0.8021088307286764,MID
J0030,311,0.7117303709282621,MID
J0031,322,0.5705140274901148,MID
J0032,326,0.5234419130107324,MID
J0033,343,0.31632460930144984,MID
J0034,430,0.13368480512144604,MID
J0035,452,0.2165317266051591,MID
J0036,471,0.2165317266051591,MID
J0037,476,0.19770288081340615,MID
J0038,538,0.10544153643381661,LATE
J0039,542,0.10544153643381661,LATE
J0040,628,0.0,LATE
