job_id,arrival_time_min,arrival_congestion_score,shift_bucket
J0001,47,0.5621079046424091,EARLY
J0002,59,0.8030112923462986,EARLY
J0003,68,0.9385194479297366,EARLY
J0004,72,0.9786700125470515,EARLY
J0005,77,1.0037641154328734,EARLY
J0006,85,1.0037641154328734,EARLY
J0007,90,0.9786700125470515,EARLY
J0008,92,0.9585947302383941,EARLY
J0009,96,0.8983688833124217,EARLY
J0010,100,0.8180677540777919,EARLY
J0011,189,0.1932245922208281,EARLY
J0012,222,0.725219573400251,EARLY
J0013,235,0.9209535759096614,EARLY
J0014,237,0.9410288582183188,EARLY
J0015,237,0.9410288582183188,EARLY
J0016,237,0.9410288582183188,EARLY
J0017,251,0.875784190715182,MID
J0018,259,0.8155583437892095,MID
J0019,264,0.752823086574655,MID
J0020,274,0.5771643663739022,MID
J0021,437,0.06273525721455459,MID
J0022,472,0.10037641154328733,MID
J0023,517,0.14554579673776666,LATE
J0024,534,0.1079046424090339,LATE
