job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,107,56,0,0
J0002,123,57,0,0
J0003,147,79,10,0
J0004,276,69,0,0
J0005,283,72,11,0
J0006,322,103,34,0
J0007,355,127,67,0
J0008,329,96,45,0
J0009,390,156,93,0
J0010,346,109,55,0
J0011,429,191,124,0
J0012,380,142,79,0
J0013,462,224,161,0
J0014,492,251,196,0
J0015,415,172,118,0
J0016,447,200,141,0
J0017,521,274,216,0
J0018,475,224,172,0
J0019,500,217,167,0
J0020,530,96,42,0
J0021,556,94,33,0
J0022,645,172,110,0
J0023,682,189,121,0
J0024,715,199,141,0
