job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,51,351,376,300,325,300,-8,10,0,8,18,-1.5181,-5.298,3.4763,53,EARLY
J0002,66,366,397,300,331,300,6,0,0,8,18,-1.5181,-5.298,6.1998,56,EARLY
J0003,68,368,414,300,346,300,-8,10,9,8,18,-1.5181,-5.298,16.0287,58,EARLY
J0004,207,507,544,300,337,300,-8,0,9,8,18,-1.5181,-5.298,16.5848,64,EARLY
J0005,211,511,512,300,301,300,6,0,9,8,18,-1.5181,-5.298,-33.4537,56,EARLY
J0006,219,519,553,300,334,300,-8,10,9,8,18,-1.5181,-5.298,3.7936,59,EARLY
J0007,228,528,565,300,337,300,6,10,0,8,18,-1.5181,-5.298,1.995,54,EARLY
J0008,233,533,583,300,350,300,6,5,0,8,18,-1.5181,-5.298,19.6022,49,EARLY
J0009,234,504,554,270,320,270,6,10,9,8,18,-1.5181,-5.298,6.2539,57,EARLY
J0010,237,537,527,300,290,300,-8,5,0,8,18,-1.5181,-5.298,-25.7553,51,EARLY
J0011,238,538,574,300,336,300,6,10,9,8,18,-1.5181,-5.298,-8.3469,58,EARLY
J0012,238,538,547,300,309,300,-8,0,9,8,18,-1.5181,-5.298,-10.7531,57,EARLY
J0013,238,538,573,300,335,300,-8,10,9,8,18,-1.5181,-5.298,4.5246,60,EARLY
J0014,241,541,575,300,334,300,-8,10,0,0,18,-1.5181,1.8374,13.1809,54,MID
J0015,243,513,531,270,288,270,6,0,-5,0,18,-1.5181,1.8374,-1.427,48,MID
J0016,247,547,574,300,327,300,6,0,9,0,18,-1.5181,1.8374,-6.7752,55,MID
J0017,247,517,542,270,295,270,6,10,0,0,18,-1.5181,1.8374,-9.3562,54,MID
J0018,251,551,548,300,297,300,-8,5,0,0,18,-1.5181,1.8374,-18.7379,53,MID
J0019,283,583,608,300,325,300,6,0,0,0,18,-1.5181,1.8374,0.1957,51,MID
J0020,434,674,679,240,245,240,-8,5,-5,0,18,-1.5181,1.8374,-5.6869,49,MID
J0021,462,762,794,300,332,300,-8,10,0,0,18,-1.5181,1.8374,11.5548,55,MID
J0022,473,773,811,300,338,300,6,10,9,0,18,-1.5181,1.8374,-5.6817,57,MID
J0023,493,793,825,300,332,300,-8,10,9,-12,18,-1.5181,5.5465,10.8705,61,LATE
J0024,516,786,806,270,290,270,-8,10,0,-12,18,-1.5181,5.5465,8.3741,55,LATE
