event_time_min,event_type,entity_type,entity_id,payload_json
0,JOB_VISIBLE,JOB,J0005,"{""commodity"":""SOY"",""load_tons"":40,""priority_class"":""REGULAR""}"
4,JOB_VISIBLE,JOB,J0007,"{""commodity"":""CORN"",""load_tons"":35,""priority_class"":""REGULAR""}"
12,JOB_VISIBLE,JOB,J0002,"{""commodity"":""SORGHUM"",""load_tons"":31,""priority_class"":""REGULAR""}"
44,JOB_VISIBLE,JOB,J0003,"{""commodity"":""SORGHUM"",""load_tons"":35,""priority_class"":""REGULAR""}"
60,JOB_VISIBLE,JOB,J0009,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""REGULAR""}"
65,JOB_VISIBLE,JOB,J0006,"{""commodity"":""SOY"",""load_tons"":41,""priority_class"":""REGULAR""}"
89,JOB_VISIBLE,JOB,J0012,"{""commodity"":""CORN"",""load_tons"":44,""priority_class"":""REGULAR""}"
98,JOB_ARRIVAL,JOB,J0001,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""CONTRACTED""}"
98,JOB_VISIBLE,JOB,J0001,"{""commodity"":""SOY"",""load_tons"":35,""priority_class"":""CONTRACTED""}"
106,JOB_ARRIVAL,JOB,J0002,"{""commodity"":""SORGHUM"",""load_tons"":31,""priority_class"":""REGULAR""}"
118,JOB_VISIBLE,JOB,J0013,"{""commodity"":""CORN"",""load_tons"":44,""priority_class"":""REGULAR""}"
121,JOB_ARRIVAL,JOB,J0003,"{""commodity"":""SORGHUM"",""load_tons"":35,""priority_class"":""REGULAR""}"
134,JOB_ARRIVAL,JOB,J0004,"{""commodity"":""CORN"",""load_tons"":37,""priority_class"":""REGULAR""}"
134,JOB_VISIBLE,JOB,J0004,"{""commodity"":""CORN"",""load_tons"":37,""priority_class"":""REGULAR""}"
136,JOB_VISIBLE,JOB,J0015,"{""commodity"":""CORN"",""load_tons"":37,""priority_class"":""REGULAR""}"
140,JOB_VISIBLE,JOB,J0010,"{""commodity"":""SOY"",""load_tons"":41,""priority_class"":""REGULAR""}"
175,JOB_ARRIVAL,JOB,J0005,"{""commodity"":""SOY"",""load_tons"":40,""priority_class"":""REGULAR""}"
178,JOB_ARRIVAL,JOB,J0006,"{""commodity"":""SOY"",""load_tons"":41,""priority_class"":""REGULAR""}"
183,JOB_VISIBLE,JOB,J0020,"{""commodity"":""CORN"",""load_tons"":34,""priority_class"":""REGULAR""}"
195,JOB_VISIBLE,JOB,J0023,"{""commodity"":""SOY"",""load_tons"":40,""priority_class"":""REGULAR""}"
197,JOB_VISIBLE,JOB,J0016,"{""commodity"":""SORGHUM"",""load_tons"":30,""priority_class"":""REGULAR""}"
203,JOB_VISIBLE,JOB,J0011,"{""commodity"":""SOY"",""load_tons"":39,""priority_class"":""REGULAR""}"
