job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,98,368,401,270,303,270,6,10,0,8,0,5.5708,2.2806,1.5178,46,EARLY
J0002,106,406,428,300,322,300,-8,5,9,8,0,5.5708,2.2806,0.4744,43,EARLY
J0003,121,421,422,300,301,300,-8,5,-5,8,0,5.5708,2.2806,-7.2232,38,EARLY
J0004,134,434,453,300,319,300,6,0,0,8,0,5.5708,2.2806,-2.805,46,EARLY
J0005,175,475,495,300,320,300,-8,10,0,8,0,5.5708,2.2806,2.244,49,EARLY
J0006,178,478,482,300,304,300,-8,10,0,8,0,5.5708,2.2806,-14.2956,49,EARLY
J0007,215,515,535,300,320,300,-8,0,9,8,0,5.5708,2.2806,3.4578,46,EARLY
J0008,219,519,550,300,331,300,6,0,0,8,0,5.5708,2.2806,8.7791,43,EARLY
J0009,260,560,580,300,320,300,-8,10,0,0,0,5.5708,-1.7043,13.8548,45,MID
J0010,260,560,575,300,315,300,-8,10,9,0,0,5.5708,-1.7043,-0.2215,53,MID
J0011,270,570,588,300,318,300,-8,10,0,0,0,5.5708,-1.7043,12.3758,47,MID
J0012,288,588,579,300,291,300,-8,0,-5,0,0,5.5708,-1.7043,-0.1094,48,MID
J0013,295,595,585,300,290,300,-8,0,-5,0,0,5.5708,-1.7043,-1.2151,46,MID
J0014,310,610,619,300,309,300,-8,10,0,0,0,5.5708,-1.7043,3.3419,47,MID
J0015,314,614,590,300,276,300,-8,0,0,0,0,5.5708,-1.7043,-20.1357,46,MID
J0016,333,633,643,300,310,300,-8,5,9,0,0,5.5708,-1.7043,0.349,43,MID
J0017,338,638,652,300,314,300,-8,10,9,0,0,5.5708,-1.7043,-1.2377,50,MID
J0018,356,656,652,300,296,300,-8,10,0,0,0,5.5708,-1.7043,-9.5869,48,MID
J0019,356,656,649,300,293,300,6,0,-5,0,0,5.5708,-1.7043,-12.06,40,MID
J0020,360,660,646,300,286,300,-8,0,-5,0,0,5.5708,-1.7043,-4.4372,41,MID
J0021,365,635,651,270,286,270,6,10,0,0,0,5.5708,-1.7043,-3.543,48,MID
J0022,373,643,644,270,271,270,6,5,0,0,0,5.5708,-1.7043,-13.7338,43,MID
J0023,377,677,726,300,349,300,-8,10,0,0,0,5.5708,-1.7043,43.0056,49,MID
J0024,382,682,678,300,296,300,-8,10,0,0,0,5.5708,-1.7043,-9.8244,49,MID
J0025,394,694,689,300,295,300,-8,10,0,0,0,5.5708,-1.7043,-10.9226,47,MID
J0026,400,700,714,300,314,300,-8,10,0,0,0,5.5708,-1.7043,8.076,49,MID
J0027,403,703,692,300,289,300,-8,0,0,0,0,5.5708,-1.7043,-7.3397,47,MID
J0028,408,708,683,300,275,300,-8,0,0,0,0,5.5708,-1.7043,-20.5507,49,MID
J0029,431,701,693,270,262,270,-8,5,-5,0,0,5.5708,-1.7043,-3.6632,41,MID
J0030,436,736,724,300,288,300,-8,0,0,0,0,5.5708,-1.7043,-8.3462,46,MID
J0031,448,748,740,300,292,300,-8,5,0,0,0,5.5708,-1.7043,-8.8708,40,MID
J0032,450,750,783,300,333,300,6,10,9,0,0,5.5708,-1.7043,4.4504,51,MID
J0033,455,725,734,270,279,270,6,5,0,0,0,5.5708,-1.7043,-6.2635,39,MID
J0034,459,759,765,300,306,300,-8,0,0,0,0,5.5708,-1.7043,9.7474,46,MID
J0035,473,743,742,270,269,270,6,10,0,0,0,5.5708,-1.7043,-20.7965,48,MID
J0036,491,791,785,300,294,300,-8,5,0,-12,0,5.5708,3.6081,0.0091,44,LATE
J0037,497,797,802,300,305,300,-8,10,0,-12,0,5.5708,3.6081,6.1676,47,LATE
J0038,507,807,824,300,317,300,6,0,9,-12,0,5.5708,3.6081,5.1963,49,LATE
J0039,509,809,832,300,323,300,6,10,0,-12,0,5.5708,3.6081,9.4099,48,LATE
J0040,524,794,800,270,276,270,-8,10,9,-12,0,5.5708,3.6081,-2.0194,50,LATE
J0041,526,826,827,300,301,300,-8,0,0,-12,0,5.5708,3.6081,11.5311,49,LATE
J0042,526,826,820,300,294,300,6,0,9,-12,0,5.5708,3.6081,-18.1264,54,LATE
J0043,565,835,845,270,280,270,6,0,9,-12,0,5.5708,3.6081,-1.9184,51,LATE
J0044,577,877,884,300,307,300,-8,10,0,-12,0,5.5708,3.6081,8.0777,46,LATE
J0045,583,883,892,300,309,300,-8,0,0,-12,0,5.5708,3.6081,20.2534,46,LATE
J0046,604,874,849,270,245,270,-8,5,0,-12,0,5.5708,3.6081,-19.4747,42,LATE
J0047,606,846,848,240,242,240,-8,10,0,-12,0,5.5708,3.6081,3.1426,48,LATE
J0048,618,858,855,240,237,240,-8,10,0,-12,0,5.5708,3.6081,-2.3953,49,LATE
