job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,62,332,347,270,285,270,-8,5,0,8,0,7.0747,4.7713,-1.484,41,EARLY
J0002,62,362,391,300,329,300,-8,10,9,8,0,7.0747,4.7713,-1.8868,48,EARLY
J0003,82,382,437,300,355,300,6,10,9,8,0,7.0747,4.7713,10.144,49,EARLY
J0004,86,356,395,270,309,270,-8,10,0,8,0,7.0747,4.7713,17.0764,43,EARLY
J0005,102,372,376,270,274,270,-8,0,-5,8,0,7.0747,4.7713,-3.2889,43,EARLY
J0006,115,415,454,300,339,300,-8,10,9,8,0,7.0747,4.7713,7.8629,48,EARLY
J0007,116,416,437,300,321,300,-8,0,0,8,0,7.0747,4.7713,8.8371,43,EARLY
J0008,119,359,375,240,256,240,-8,10,0,8,0,7.0747,4.7713,-5.5273,46,EARLY
J0009,128,428,447,300,319,300,6,0,-5,8,0,7.0747,4.7713,-1.6871,44,EARLY
J0010,134,434,455,300,321,300,-8,0,0,8,0,7.0747,4.7713,8.955,43,EARLY
J0011,136,376,386,240,250,240,-8,0,-5,8,0,7.0747,4.7713,3.4316,42,EARLY
J0012,161,461,496,300,335,300,6,10,0,8,0,7.0747,4.7713,-0.7874,44,EARLY
J0013,171,471,497,300,326,300,-8,0,0,8,0,7.0747,4.7713,14.4098,44,EARLY
J0014,176,446,485,270,309,270,6,0,0,8,0,7.0747,4.7713,13.4983,41,EARLY
J0015,179,479,493,300,314,300,-8,0,0,8,0,7.0747,4.7713,1.8202,43,EARLY
J0016,183,483,505,300,322,300,6,0,0,8,0,7.0747,4.7713,-3.8504,45,EARLY
J0017,190,490,507,300,317,300,-8,0,0,8,0,7.0747,4.7713,4.7564,45,EARLY
J0018,194,494,510,300,316,300,6,5,9,8,0,7.0747,4.7713,-24.3357,40,EARLY
J0019,201,501,509,300,308,300,6,0,0,8,0,7.0747,4.7713,-17.9416,43,EARLY
