job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,147.0,49.0,0.0,0.0
J0002,170.0,55.0,0.0,0.0
J0003,221.0,92.0,41.0,0.0
J0004,270.0,139.0,90.0,0.0
J0005,318.0,185.0,137.0,0.0
J0006,368.0,232.0,182.0,0.0
J0007,373.0,220.0,174.0,0.0
J0008,422.0,261.0,212.0,0.0
J0009,475.0,311.0,258.0,0.0
J0010,523.0,352.0,304.0,4.0
J0011,240.0,54.0,0.0,0.0
J0012,266.0,74.0,8.0,0.0
J0013,289.0,95.0,19.0,0.0
J0014,320.0,96.0,42.0,0.0
J0015,356.0,123.0,56.0,0.0
J0016,393.0,149.0,81.0,0.0
J0017,420.0,167.0,103.0,0.0
J0018,572.0,294.0,243.0,0.0
J0019,548.0,270.0,218.0,0.0
J0020,624.0,336.0,284.0,0.0
J0021,680.0,387.0,337.0,37.0
J0022,630.0,337.0,287.0,0.0
J0023,722.0,425.0,383.0,83.0
J0024,770.0,462.0,414.0,114.0
J0025,709.0,385.0,325.0,25.0
J0026,718.0,380.0,317.0,17.0
J0027,727.0,375.0,313.0,13.0
J0028,748.0,381.0,324.0,24.0
J0029,760.0,392.0,331.0,31.0
J0030,782.0,403.0,340.0,40.0
J0031,776.0,377.0,314.0,14.0
J0032,795.0,382.0,327.0,27.0
J0033,827.0,407.0,362.0,62.0
J0034,885.0,463.0,405.0,105.0
J0035,796.0,364.0,298.0,0.0
J0036,867.0,422.0,350.0,50.0
J0037,867.0,419.0,362.0,62.0
J0038,914.0,455.0,408.0,108.0
J0039,917.0,458.0,408.0,108.0
J0040,938.0,433.0,378.0,78.0
J0041,959.0,450.0,379.0,79.0
J0042,962.0,452.0,397.0,97.0
J0043,977.0,452.0,384.0,84.0
J0044,981.0,453.0,392.0,92.0
J0045,986.0,443.0,391.0,91.0
J0046,1007.0,432.0,366.0,66.0
J0047,1010.0,420.0,368.0,68.0
J0048,1033.0,421.0,351.0,51.0
