job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,79,56,0,0
J0002,90,58,0,0
J0003,121,58,0,0
J0004,134,55,0,0
J0005,141,56,2,0
J0006,148,53,0,0
J0007,161,63,8,0
J0008,177,75,19,0
J0009,193,89,31,0
J0010,180,55,0,0
J0011,201,73,20,0
J0012,220,91,34,0
J0013,228,95,39,0
J0014,250,103,47,0
J0015,262,54,0,0
J0016,276,60,10,0
J0017,280,52,0,0
J0018,284,53,9,0
J0019,303,48,0,0
J0020,314,54,2,0
J0021,322,58,0,0
J0022,329,64,15,0
J0023,334,63,18,0
J0024,360,83,24,0
J0025,362,82,28,0
J0026,389,102,45,0
J0027,387,90,39,0
J0028,372,65,13,0
J0029,414,98,45,0
J0030,417,73,21,0
J0031,419,60,9,0
J0032,493,51,0,0
J0033,503,51,0,0
J0034,518,61,8,0
J0035,532,46,0,0
J0036,541,52,5,0
J0037,559,70,14,0
J0038,563,61,13,0
J0039,588,56,0,0
J0040,605,55,9,0
