job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,42,312,315,270,273,270,6,10,-5,8,8,-11.3576,0.5788,-13.0846,45,EARLY
J0002,43,343,327,300,284,300,-8,0,0,8,8,-11.3576,0.5788,-13.2329,46,EARLY
J0003,56,356,379,300,323,300,6,10,0,8,8,-11.3576,0.5788,1.4415,47,EARLY
J0004,58,358,354,300,296,300,-8,0,0,8,8,-11.3576,0.5788,-1.1268,45,EARLY
J0005,64,364,359,300,295,300,-8,10,0,8,8,-11.3576,0.5788,-11.9001,47,EARLY
J0006,72,312,328,240,256,240,-8,5,9,8,8,-11.3576,0.5788,4.4363,46,EARLY
J0007,85,385,414,300,329,300,6,10,9,8,8,-11.3576,0.5788,-1.6656,52,EARLY
J0008,87,357,378,270,291,270,6,10,0,8,8,-11.3576,0.5788,-0.1495,48,EARLY
J0009,100,400,398,300,298,300,-8,10,9,8,8,-11.3576,0.5788,-18.7049,52,EARLY
J0010,123,423,435,300,312,300,6,10,0,8,8,-11.3576,0.5788,-9.485,48,EARLY
J0011,123,423,446,300,323,300,6,0,0,8,8,-11.3576,0.5788,12.0673,45,EARLY
J0012,128,398,408,270,280,270,-8,10,0,8,8,-11.3576,0.5788,2.9267,50,EARLY
J0013,134,434,454,300,320,300,-8,10,9,8,8,-11.3576,0.5788,3.7419,52,EARLY
J0014,143,443,472,300,329,300,6,10,9,8,8,-11.3576,0.5788,-1.2726,53,EARLY
J0015,145,445,473,300,328,300,6,10,0,8,8,-11.3576,0.5788,7.1327,46,EARLY
J0016,200,500,507,300,307,300,6,0,-5,8,8,-11.3576,0.5788,0.9476,47,EARLY
J0017,204,504,490,300,286,300,-8,0,0,8,8,-11.3576,0.5788,-10.9408,45,EARLY
J0018,210,510,547,300,337,300,-8,10,0,8,8,-11.3576,0.5788,29.8436,48,EARLY
J0019,215,515,485,300,270,300,-8,0,0,8,8,-11.3576,0.5788,-27.0494,49,EARLY
J0020,219,489,481,270,262,270,-8,0,0,8,8,-11.3576,0.5788,-5.3515,47,EARLY
J0021,222,522,515,300,293,300,-8,5,0,8,8,-11.3576,0.5788,-8.9886,41,EARLY
J0022,229,529,535,300,306,300,-8,0,0,8,8,-11.3576,0.5788,9.1228,48,EARLY
J0023,239,479,506,240,267,240,-8,10,9,8,8,-11.3576,0.5788,10.7488,52,EARLY
J0024,241,541,550,300,309,300,-8,10,0,0,8,-11.3576,0.5553,10.0169,47,MID
