job_id,arrival_time_min,arrival_congestion_score,shift_bucket
J0001,42,0.3939726887458798,EARLY
J0002,43,0.4049599748862031,EARLY
J0003,56,0.5069847747606341,EARLY
J0004,58,0.516402448595197,EARLY
J0005,64,0.5289593470412809,EARLY
J0006,72,0.5477946947104065,EARLY
J0007,85,0.5681996546852928,EARLY
J0008,87,0.5713388792968137,EARLY
J0009,100,0.5509339193219275,EARLY
J0010,123,0.5258201224297598,EARLY
J0011,123,0.5258201224297598,EARLY
J0012,128,0.5085543870663947,EARLY
J0013,134,0.47402291633966415,EARLY
J0014,143,0.40809919949772416,EARLY
J0015,145,0.3908334641343589,EARLY
J0016,200,0.522680897818239,EARLY
J0017,204,0.5744781039083346,EARLY
J0018,210,0.6560979438078796,EARLY
J0019,215,0.7110343745094962,EARLY
J0020,219,0.7424266206247058,EARLY
J0021,222,0.75655313137655,EARLY
J0022,229,0.7879453774917596,EARLY
J0023,239,0.8491602574164181,EARLY
J0024,241,0.8617171558625021,MID
J0025,242,0.8664259927797834,MID
J0026,254,0.8884005650604302,MID
J0027,260,0.8915397896719511,MID
J0028,265,0.8978182388949931,MID
J0029,284,0.9668811803484539,MID
J0030,285,0.9715900172657355,MID
J0031,285,0.9715900172657355,MID
J0032,289,0.9653115680426936,MID
J0033,294,0.9496154449850887,MID
J0034,295,0.9433369957620468,MID
J0035,299,0.9119447496468374,MID
J0036,301,0.8931094019777117,MID
J0037,312,0.8146287866896877,MID
J0038,318,0.7738188667399153,MID
J0039,322,0.7392873960131848,MID
J0040,330,0.6592371684194005,MID
J0041,355,0.4049599748862031,MID
J0042,361,0.37042850415947265,MID
J0043,366,0.33903625804426313,MID
J0044,372,0.2825302150368859,MID
J0045,465,0.3955423010516403,MID
J0046,469,0.44576989483597557,MID
J0047,472,0.48187097786846655,MID
J0048,490,0.7534139067650291,LATE
J0049,500,0.9103751373410768,LATE
J0050,501,0.9245016480929211,LATE
J0051,505,0.9684507926542145,LATE
J0052,508,0.9919949772406217,LATE
J0053,513,1.0155391618270289,LATE
J0054,515,1.0186783864385498,LATE
J0055,529,1.002982263380945,LATE
J0056,530,1.0014126510751844,LATE
J0057,535,0.9825773034060589,LATE
J0058,535,0.9825773034060589,LATE
J0059,536,0.973159629571496,LATE
J0060,537,0.9621723434311726,LATE
J0061,544,0.8632867681682624,LATE
J0062,548,0.7942238267148015,LATE
J0063,560,0.5650604300737718,LATE
J0064,596,0.07063255375922148,LATE
