job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,143.0,50.0,0.0,0.0
J0002,165.0,57.0,0.0,0.0
J0003,181.0,48.0,0.0,0.0
J0004,198.0,56.0,0.0,0.0
J0005,275.0,49.0,0.0,0.0
J0006,296.0,65.0,0.0,0.0
J0007,309.0,74.0,12.0,0.0
J0008,329.0,81.0,22.0,0.0
J0009,365.0,113.0,64.0,0.0
J0010,316.0,64.0,4.0,0.0
J0011,390.0,137.0,85.0,0.0
J0012,392.0,133.0,73.0,0.0
J0013,447.0,164.0,107.0,0.0
J0014,462.0,172.0,102.0,0.0
J0015,475.0,184.0,114.0,0.0
J0016,476.0,125.0,65.0,0.0
J0017,534.0,175.0,116.0,0.0
J0018,539.0,171.0,108.0,0.0
J0019,595.0,225.0,164.0,0.0
J0020,594.0,171.0,116.0,0.0
J0021,644.0,216.0,167.0,0.0
J0022,656.0,194.0,146.0,0.0
J0023,656.0,194.0,132.0,0.0
J0024,706.0,235.0,185.0,0.0
J0025,722.0,225.0,159.0,0.0
J0026,724.0,217.0,161.0,0.0
J0027,769.0,222.0,175.0,0.0
J0028,779.0,223.0,168.0,0.0
J0029,789.0,164.0,107.0,0.0
J0030,802.0,174.0,111.0,0.0
