job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,67,367,398,300,331,300,-8,10,0,8,0,10.4091,5.1636,5.03,49,EARLY
J0002,123,423,433,300,310,300,-8,10,-5,8,0,10.4091,5.1636,-10.8929,45,EARLY
J0003,144,444,460,300,316,300,6,0,-5,8,0,10.4091,5.1636,-8.4435,48,EARLY
J0004,148,448,482,300,334,300,6,0,0,8,0,10.4091,5.1636,4.5288,47,EARLY
J0005,164,464,483,300,319,300,6,0,-5,8,0,10.4091,5.1636,-5.8309,46,EARLY
J0006,194,494,523,300,329,300,-8,10,0,8,0,10.4091,5.1636,3.3999,51,EARLY
J0007,196,436,450,240,254,240,-8,5,0,8,0,10.4091,5.1636,-6.8678,40,EARLY
J0008,203,443,451,240,248,240,-8,0,0,8,0,10.4091,5.1636,-7.5419,45,EARLY
J0009,251,551,562,300,311,300,-8,10,0,0,0,10.4091,-3.8823,2.8115,49,MID
J0010,290,590,603,300,313,300,6,0,0,0,0,10.4091,-3.8823,0.5615,50,MID
J0011,293,593,590,300,297,300,-8,0,-5,0,0,10.4091,-3.8823,3.794,44,MID
J0012,297,537,524,240,227,240,-8,0,0,0,0,10.4091,-3.8823,-11.4989,48,MID
J0013,324,624,639,300,315,300,-8,10,0,0,0,10.4091,-3.8823,6.7546,48,MID
J0014,346,646,658,300,312,300,6,0,9,0,0,10.4091,-3.8823,-9.5776,55,MID
J0015,349,589,592,240,243,240,-8,0,9,0,0,10.4091,-3.8823,-4.4035,54,MID
J0016,362,662,676,300,314,300,6,0,-5,0,0,10.4091,-3.8823,5.9998,46,MID
J0017,369,639,666,270,297,270,-8,10,9,0,0,10.4091,-3.8823,9.2865,55,MID
J0018,371,671,667,300,296,300,-8,10,9,0,0,10.4091,-3.8823,-21.5865,54,MID
J0019,388,658,647,270,259,270,-8,0,0,0,0,10.4091,-3.8823,-9.4778,51,MID
J0020,404,704,691,300,287,300,-8,0,0,0,0,10.4091,-3.8823,-11.5023,44,MID
J0021,454,754,757,300,303,300,-8,5,9,0,0,10.4091,-3.8823,-9.6711,49,MID
J0022,460,760,770,300,310,300,-8,5,-5,0,0,10.4091,-3.8823,11.7121,42,MID
J0023,461,761,790,300,329,300,-8,10,0,0,0,10.4091,-3.8823,20.7316,47,MID
J0024,472,772,793,300,321,300,6,5,0,0,0,10.4091,-3.8823,3.3735,43,MID
J0025,473,773,783,300,310,300,6,0,0,0,0,10.4091,-3.8823,-2.9333,49,MID
J0026,547,847,857,300,310,300,6,5,0,-12,0,10.4091,-2.2847,3.0963,45,LATE
J0027,548,848,847,300,299,300,6,5,0,-12,0,10.4091,-2.2847,-8.0816,41,LATE
J0028,584,884,881,300,297,300,-8,10,0,-12,0,10.4091,-2.2847,-0.8215,47,LATE
J0029,599,869,886,270,287,270,6,10,0,-12,0,10.4091,-2.2847,5.0708,50,LATE
J0030,638,938,908,300,270,300,-8,0,0,-12,0,10.4091,-2.2847,-18.2079,49,LATE
