job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,117,50,0,0
J0002,168,45,0,0
J0003,193,49,0,0
J0004,201,53,0,0
J0005,216,52,5,0
J0006,246,52,0,0
J0007,251,55,5,0
J0008,254,51,3,0
J0009,303,52,0,0
J0010,341,51,0,0
J0011,340,47,0,0
J0012,358,61,5,0
J0013,378,54,0,0
J0014,405,59,0,0
J0015,419,70,4,0
J0016,415,53,0,0
J0017,435,66,7,0
J0018,453,82,16,0
J0019,450,62,1,0
J0020,456,52,6,0
J0021,510,56,0,0
J0022,507,47,0,0
J0023,519,58,6,0
J0024,530,58,13,0
J0025,540,67,7,0
J0026,591,44,0,0
J0027,597,49,0,0
J0028,638,54,7,0
J0029,657,58,0,0
J0030,688,50,0,0
