job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,72.0,49.0,0.0,0.0
J0002,92.0,63.0,0.0,0.0
J0003,98.0,64.0,11.0,0.0
J0004,113.0,67.0,0.0,0.0
J0005,107.0,60.0,0.0,0.0
J0006,118.0,69.0,0.0,0.0
J0007,122.0,72.0,19.0,0.0
J0008,134.0,83.0,28.0,0.0
J0009,159.0,106.0,31.0,0.0
J0010,146.0,92.0,37.0,0.0
J0011,165.0,110.0,47.0,0.0
J0012,160.0,101.0,51.0,0.0
J0013,208.0,148.0,99.0,0.0
J0014,232.0,166.0,116.0,0.0
J0015,298.0,230.0,181.0,0.0
J0016,323.0,255.0,203.0,0.0
J0017,348.0,274.0,225.0,0.0
J0018,398.0,322.0,272.0,0.0
J0019,371.0,294.0,245.0,0.0
J0020,399.0,320.0,264.0,0.0
J0021,453.0,369.0,315.0,15.0
J0022,506.0,420.0,367.0,67.0
J0023,511.0,424.0,378.0,78.0
J0024,565.0,474.0,420.0,120.0
J0025,482.0,390.0,320.0,20.0
J0026,522.0,424.0,354.0,54.0
J0027,513.0,414.0,337.0,37.0
J0028,544.0,442.0,356.0,56.0
J0029,539.0,434.0,371.0,71.0
J0030,578.0,473.0,385.0,85.0
J0031,584.0,476.0,407.0,107.0
J0032,580.0,469.0,400.0,100.0
J0033,556.0,443.0,373.0,73.0
J0034,616.0,492.0,432.0,132.0
J0035,626.0,485.0,426.0,126.0
J0036,653.0,505.0,437.0,137.0
J0037,656.0,497.0,421.0,121.0
J0038,649.0,455.0,405.0,105.0
J0039,681.0,483.0,402.0,102.0
J0040,678.0,469.0,402.0,102.0
J0041,675.0,460.0,409.0,109.0
J0042,686.0,462.0,404.0,104.0
J0043,702.0,471.0,408.0,108.0
J0044,713.0,479.0,423.0,123.0
J0045,734.0,497.0,454.0,154.0
J0046,772.0,532.0,494.0,194.0
J0047,798.0,558.0,504.0,204.0
J0048,823.0,581.0,531.0,231.0
J0049,866.0,623.0,580.0,280.0
J0050,872.0,628.0,567.0,267.0
J0051,878.0,632.0,585.0,285.0
J0052,924.0,678.0,632.0,332.0
J0053,973.0,726.0,677.0,377.0
J0054,998.0,744.0,690.0,390.0
J0055,1029.0,775.0,714.0,414.0
J0056,1057.0,802.0,743.0,443.0
J0057,1062.0,806.0,759.0,459.0
J0058,1086.0,829.0,772.0,472.0
J0059,1133.0,871.0,824.0,524.0
J0060,1180.0,913.0,866.0,566.0
J0061,1234.0,966.0,912.0,612.0
J0062,1284.0,1016.0,966.0,666.0
J0063,1146.0,878.0,831.0,531.0
J0064,1307.0,1033.0,984.0,684.0
J0065,1334.0,1059.0,1009.0,709.0
J0066,1223.0,947.0,877.0,577.0
J0067,1247.0,969.0,889.0,589.0
J0068,1234.0,946.0,892.0,592.0
J0069,1287.0,997.0,944.0,644.0
J0070,1309.0,1016.0,954.0,654.0
J0071,1332.0,1035.0,957.0,657.0
J0072,1330.0,1027.0,961.0,661.0
J0073,1336.0,951.0,890.0,590.0
J0074,1381.0,959.0,908.0,608.0
J0075,1408.0,985.0,909.0,609.0
J0076,1418.0,985.0,903.0,603.0
J0077,1410.0,972.0,914.0,614.0
J0078,1427.0,988.0,914.0,614.0
J0079,1433.0,994.0,941.0,641.0
J0080,1453.0,1010.0,935.0,635.0
J0081,1442.0,996.0,914.0,614.0
J0082,1457.0,1002.0,933.0,633.0
J0083,1456.0,1000.0,939.0,639.0
J0084,1454.0,997.0,949.0,649.0
J0085,1513.0,1055.0,995.0,695.0
J0086,1525.0,1067.0,996.0,696.0
J0087,1535.0,1076.0,998.0,698.0
J0088,1519.0,1052.0,1000.0,700.0
J0089,1536.0,1067.0,1013.0,713.0
J0090,1548.0,1078.0,1022.0,722.0
J0091,1545.0,1070.0,1008.0,708.0
J0092,1567.0,1083.0,1029.0,729.0
J0093,1547.0,1042.0,980.0,680.0
J0094,1572.0,1063.0,1011.0,711.0
J0095,1596.0,1083.0,1032.0,732.0
J0096,1593.0,1051.0,1005.0,705.0
