job_id,commodity,load_tons,arrival_time_min,reveal_time_min,priority_class,priority_weight,appointment_flag,moisture_class,statutory_wait_limit_min,completion_due_min,overwait_cost_rs_per_min,shift_bucket,arrival_congestion_score
J0001,SOY,35,23,11,URGENT,1.75,1,NORMAL,300,289,1.4058,EARLY,0.38992839171666355
J0002,SOY,41,29,29,REGULAR,1.0,0,DRY,300,373,1.6468,EARLY,0.4853880394813237
J0003,SORGHUM,38,34,34,REGULAR,1.0,0,WET,300,385,1.5263,EARLY,0.5662860460615443
J0004,SOY,36,46,46,REGULAR,1.0,0,NORMAL,300,376,1.446,EARLY,0.7677220824462938
J0005,CORN,39,47,47,REGULAR,1.0,0,WET,300,404,1.5665,EARLY,0.7855196438939424
J0006,CORN,41,49,35,URGENT,1.75,1,NORMAL,300,292,1.6468,EARLY,0.8186878265918328
J0007,SOY,36,50,0,REGULAR,1.0,1,NORMAL,300,387,1.446,EARLY,0.8340584478420747
J0008,CORN,45,51,43,URGENT,1.75,1,NORMAL,300,316,1.8075,EARLY,0.8478111089607121
J0009,CORN,38,53,53,REGULAR,1.0,0,WET,300,403,1.5263,EARLY,0.8736984710663828
J0010,SOY,37,54,0,REGULAR,1.0,1,NORMAL,300,400,1.4862,EARLY,0.8858331720534159
J0011,SOY,41,55,0,REGULAR,1.0,1,NORMAL,300,384,1.6468,EARLY,0.8963499129088447
J0012,CORN,45,59,59,CONTRACTED,1.25,0,NORMAL,300,359,1.8075,EARLY,0.9319450358041419
J0013,SOY,40,60,34,REGULAR,1.0,1,NORMAL,300,358,1.6067,EARLY,0.9392258563963616
J0014,SOY,37,66,66,CONTRACTED,1.25,0,NORMAL,300,380,1.4862,EARLY,0.9748209792916587
J0015,SOY,39,68,38,REGULAR,1.0,1,NORMAL,300,401,1.5665,EARLY,0.984528740081285
J0016,SOY,37,68,38,REGULAR,1.0,1,NORMAL,300,381,1.4862,EARLY,0.984528740081285
J0017,CORN,41,74,46,REGULAR,1.0,1,NORMAL,300,360,1.6468,EARLY,0.9942365008709115
J0018,CORN,41,76,76,REGULAR,1.0,0,NORMAL,300,413,1.6468,EARLY,0.9942365008709115
J0019,SOY,35,77,43,CONTRACTED,1.25,1,NORMAL,300,374,1.4058,EARLY,0.9926185407393072
J0020,SOY,38,79,72,URGENT,1.75,1,WET,300,351,1.5263,EARLY,0.9861467002128895
J0021,SOY,39,84,47,REGULAR,1.0,1,WET,300,426,1.5665,EARLY,0.965113218502032
J0022,SOY,41,86,83,URGENT,1.75,1,NORMAL,300,309,1.6468,EARLY,0.9554054577124057
J0023,CORN,40,87,87,REGULAR,1.0,0,NORMAL,300,418,1.6067,EARLY,0.9489336171859879
J0024,SOY,40,91,91,REGULAR,1.0,0,NORMAL,300,404,1.6067,EARLY,0.9206193148829109
J0025,SOY,36,92,86,URGENT,1.75,1,NORMAL,300,384,1.446,EARLY,0.9125295142248886
J0026,SOY,40,98,9,REGULAR,1.0,1,NORMAL,300,428,1.6067,EARLY,0.8575188697503388
J0027,CORN,35,99,0,REGULAR,1.0,1,WET,300,425,1.4058,EARLY,0.8470021288949101
J0028,CORN,45,102,102,CONTRACTED,1.25,0,WET,300,403,1.8075,EARLY,0.8130249661312173
J0029,SOY,35,105,105,REGULAR,1.0,0,NORMAL,300,436,1.4058,EARLY,0.7741939229727115
J0030,CORN,44,105,105,CONTRACTED,1.25,0,WET,300,405,1.7673,EARLY,0.7741939229727115
J0031,CORN,36,108,108,REGULAR,1.0,0,NORMAL,300,447,1.446,EARLY,0.7280820592219857
J0032,SOY,38,111,111,REGULAR,1.0,0,WET,300,429,1.5263,EARLY,0.6819701954712599
