job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,79.0,56.0,0.0,0.0
J0002,106.0,74.0,13.0,0.0
J0003,138.0,75.0,12.0,0.0
J0004,151.0,72.0,0.0,0.0
J0005,163.0,78.0,6.0,0.0
J0006,216.0,121.0,68.0,0.0
J0007,261.0,163.0,118.0,0.0
J0008,327.0,225.0,171.0,0.0
J0009,378.0,274.0,223.0,0.0
J0010,421.0,296.0,253.0,0.0
J0011,374.0,246.0,169.0,0.0
J0012,444.0,315.0,245.0,0.0
J0013,450.0,317.0,254.0,0.0
J0014,495.0,348.0,297.0,0.0
J0015,520.0,312.0,243.0,0.0
J0016,543.0,327.0,279.0,0.0
J0017,566.0,338.0,290.0,0.0
J0018,572.0,341.0,278.0,0.0
J0019,619.0,364.0,317.0,17.0
J0020,669.0,409.0,359.0,59.0
J0021,716.0,452.0,405.0,105.0
J0022,764.0,499.0,451.0,151.0
J0023,808.0,537.0,493.0,193.0
J0024,859.0,582.0,531.0,231.0
J0025,912.0,632.0,579.0,279.0
J0026,967.0,680.0,625.0,325.0
J0027,1014.0,717.0,670.0,370.0
J0028,824.0,517.0,468.0,168.0
J0029,883.0,567.0,508.0,208.0
J0030,958.0,614.0,539.0,239.0
J0031,1009.0,650.0,599.0,299.0
J0032,1065.0,623.0,567.0,267.0
J0033,1088.0,636.0,569.0,269.0
J0034,1090.0,633.0,576.0,276.0
J0035,1133.0,647.0,602.0,302.0
J0036,1141.0,652.0,607.0,307.0
J0037,1185.0,696.0,644.0,344.0
J0038,1207.0,705.0,650.0,350.0
J0039,1226.0,694.0,620.0,320.0
J0040,1228.0,678.0,625.0,325.0
