job_id,arrival_time_min,arrival_congestion_score,shift_bucket
J0001,39,0.5259316655597374,EARLY
J0002,41,0.5691166703564313,EARLY
J0003,48,0.7017563279462772,EARLY
J0004,54,0.8035495535384843,EARLY
J0005,69,0.999,EARLY
J0006,70,0.999,EARLY
J0007,71,0.999,EARLY
J0008,74,0.999,EARLY
J0009,80,0.999,EARLY
J0010,82,0.999,EARLY
J0011,89,0.999,EARLY
J0012,89,0.999,EARLY
J0013,91,0.999,EARLY
J0014,92,0.999,EARLY
J0015,95,0.9624086783263229,EARLY
J0016,99,0.8883772415319903,EARLY
J0017,106,0.7557375839421445,EARLY
J0018,135,0.2282635967825253,EARLY
J0019,203,0.27916020957862886,EARLY
J0020,205,0.30075271197697584,EARLY
J0021,228,0.5351855951590289,EARLY
J0022,238,0.6431481071507639,EARLY
J0023,242,0.6739945391484023,MID
J0024,245,0.6878754335473397,MID
J0025,254,0.7156372223452144,MID
J0026,255,0.7156372223452144,MID
J0027,256,0.7125525791454506,MID
J0028,271,0.641605785550882,MID
J0029,277,0.6045900671537155,MID
J0030,280,0.5768282783558409,MID
J0031,287,0.5074238063611541,MID
J0032,305,0.32851450077485056,MID
J0033,341,0.1943325215851228,MID
J0034,342,0.19279019998524097,MID
J0035,364,0.11721644159102644,MID
J0036,440,0.21129805918382405,MID
J0037,448,0.2359752047819349,MID
J0038,452,0.24214449118146256,MID
J0039,463,0.22517895358276144,MID
J0040,508,0.029304110397756582,LATE
