job_id,completion_min,flow_time_min,queue_time_min,overwait_min
J0001,65,44,0,0
J0002,68,45,0,0
J0003,81,45,0,0
J0004,104,52,0,0
J0005,105,52,0,0
J0006,104,50,0,0
J0007,116,61,10,0
J0008,124,65,20,0
J0009,126,66,13,0
J0010,143,83,30,0
J0011,126,63,16,0
J0012,143,79,34,0
J0013,149,84,35,0
J0014,162,97,54,0
J0015,173,107,49,0
J0016,177,109,50,0
J0017,183,114,67,0
J0018,193,123,78,0
J0019,164,93,45,0
J0020,170,97,42,0
J0021,177,99,50,0
J0022,183,104,61,0
J0023,197,117,64,0
J0024,197,114,70,0
J0025,204,113,69,0
J0026,219,126,67,0
J0027,202,107,64,0
J0028,220,117,68,0
J0029,230,126,72,0
J0030,221,113,69,0
J0031,242,134,82,0
J0032,224,112,61,0
J0033,242,128,83,0
J0034,243,119,67,0
J0035,255,130,81,0
J0036,266,129,80,0
J0037,270,120,64,0
J0038,246,55,7,0
J0039,275,84,34,0
J0040,292,98,43,0
J0041,292,90,42,0
J0042,297,94,42,0
J0043,276,70,17,0
J0044,270,61,13,0
J0045,290,77,30,0
J0046,317,103,52,0
J0047,320,95,45,0
J0048,305,78,25,0
J0049,317,90,37,0
J0050,340,98,49,0
J0051,344,101,43,0
J0052,343,98,46,0
J0053,366,118,61,0
J0054,366,114,65,0
J0055,329,77,26,0
J0056,371,119,58,0
J0057,345,90,36,0
J0058,393,138,79,0
J0059,389,133,79,0
J0060,400,141,84,0
J0061,413,153,98,0
J0062,419,159,106,0
J0063,424,160,106,0
J0064,372,107,61,0
J0065,375,103,56,0
J0066,386,114,57,0
J0067,393,117,73,0
J0068,415,139,88,0
J0069,434,142,97,0
J0070,442,149,96,0
J0071,416,123,66,0
J0072,452,159,102,0
J0073,452,158,113,0
J0074,434,116,71,0
J0075,476,50,0,0
J0076,478,49,0,0
J0077,493,63,3,0
J0078,488,56,7,0
J0079,498,58,9,0
J0080,500,55,6,0
J0081,514,66,5,0
J0082,507,48,0,0
J0083,516,48,4,0
J0084,519,45,1,0
J0085,536,61,12,0
J0086,534,57,7,0
J0087,533,53,6,0
J0088,540,58,10,0
J0089,535,49,7,0
J0090,561,73,18,0
J0091,564,76,22,0
J0092,555,66,17,0
J0093,566,72,18,0
J0094,591,89,24,0
J0095,585,60,10,0
J0096,586,56,10,0
