job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0001,21,261,266,240,245,240,-8,0,0,8,18,4.589,1.1079,-18.5334,44,EARLY
J0002,23,323,368,300,345,300,6,0,0,8,18,4.589,1.1079,6.9385,45,EARLY
J0003,36,336,390,300,354,300,6,10,0,8,18,4.589,1.1079,6.6765,43,EARLY
J0004,52,322,344,270,292,270,-8,10,9,8,18,4.589,1.1079,-20.7101,49,EARLY
J0005,53,293,353,240,300,240,-8,5,9,8,18,4.589,1.1079,22.771,41,EARLY
J0006,54,324,366,270,312,270,-8,10,-5,8,18,4.589,1.1079,13.6749,40,EARLY
J0007,55,355,387,300,332,300,-8,10,0,8,18,4.589,1.1079,-1.5174,45,EARLY
J0008,59,299,328,240,269,240,-8,10,0,8,18,4.589,1.1079,-4.8254,46,EARLY
J0009,60,360,392,300,332,300,-8,10,0,8,18,4.589,1.1079,-1.5696,44,EARLY
J0010,60,330,401,270,341,270,6,10,9,8,18,4.589,1.1079,14.5385,51,EARLY
J0011,63,363,435,300,372,300,6,5,-5,8,18,4.589,1.1079,34.3155,38,EARLY
J0012,64,364,408,300,344,300,-8,10,-5,8,18,4.589,1.1079,15.5259,43,EARLY
J0013,65,365,420,300,355,300,-8,10,0,8,18,4.589,1.1079,21.3359,43,EARLY
J0014,65,335,368,270,303,270,-8,10,0,8,18,4.589,1.1079,-0.3812,43,EARLY
J0015,66,366,402,300,336,300,-8,10,9,8,18,4.589,1.1079,-6.5265,50,EARLY
J0016,68,368,404,300,336,300,-8,10,9,8,18,4.589,1.1079,-6.7263,49,EARLY
J0017,69,369,386,300,317,300,-8,10,0,8,18,4.589,1.1079,-16.4607,43,EARLY
J0018,70,370,410,300,340,300,6,10,0,8,18,4.589,1.1079,-7.6875,44,EARLY
J0019,71,371,387,300,316,300,-8,0,9,8,18,4.589,1.1079,-16.7047,46,EARLY
J0020,73,373,417,300,344,300,-8,0,0,8,18,4.589,1.1079,20.6844,42,EARLY
J0021,78,348,359,270,281,270,-8,5,0,8,18,4.589,1.1079,-17.841,38,EARLY
J0022,79,379,419,300,340,300,-8,0,0,8,18,4.589,1.1079,15.9403,42,EARLY
J0023,80,350,380,270,300,270,6,0,0,8,18,4.589,1.1079,-7.4217,43,EARLY
J0024,83,353,379,270,296,270,-8,0,0,8,18,4.589,1.1079,1.8575,41,EARLY
J0025,91,391,418,300,327,300,-8,10,-5,8,18,4.589,1.1079,-2.1948,43,EARLY
J0026,93,393,497,300,404,300,6,10,9,8,18,4.589,1.1079,47.2059,49,EARLY
J0027,95,335,366,240,271,240,-8,0,-5,8,18,4.589,1.1079,12.1826,43,EARLY
J0028,103,373,405,270,302,270,-8,0,0,8,18,4.589,1.1079,7.8095,45,EARLY
J0029,104,404,444,300,340,300,6,10,9,8,18,4.589,1.1079,-17.1689,47,EARLY
J0030,108,408,448,300,340,300,-8,0,9,8,18,4.589,1.1079,7.3717,46,EARLY
J0031,108,408,452,300,344,300,-8,10,9,8,18,4.589,1.1079,1.6108,48,EARLY
J0032,112,412,443,300,331,300,6,0,0,8,18,4.589,1.1079,-6.5485,43,EARLY
J0033,114,414,449,300,335,300,6,0,0,8,18,4.589,1.1079,-2.8047,44,EARLY
J0034,124,394,461,270,337,270,6,10,0,8,18,4.589,1.1079,19.6479,44,EARLY
J0035,125,425,459,300,334,300,-8,10,0,8,18,4.589,1.1079,0.2463,44,EARLY
J0036,137,377,416,240,279,240,-8,10,0,8,18,4.589,1.1079,5.0024,45,EARLY
J0037,150,450,519,300,369,300,6,10,9,8,18,4.589,1.1079,11.8787,47,EARLY
J0038,191,491,496,300,305,300,6,5,-5,8,18,4.589,1.1079,-32.2315,39,EARLY
J0039,191,491,542,300,351,300,6,10,0,8,18,4.589,1.1079,3.5528,48,EARLY
J0040,194,494,536,300,342,300,-8,10,9,8,18,4.589,1.1079,-0.7894,45,EARLY
J0041,202,502,551,300,349,300,6,10,0,8,18,4.589,1.1079,1.3405,45,EARLY
J0042,203,473,492,270,289,270,-8,10,9,8,18,4.589,1.1079,-23.9696,48,EARLY
J0043,206,506,566,300,360,300,6,5,9,8,18,4.589,1.1079,8.0091,42,EARLY
J0044,209,509,548,300,339,300,-8,0,0,8,18,4.589,1.1079,14.8364,46,EARLY
J0045,213,513,563,300,350,300,-8,0,9,8,18,4.589,1.1079,17.3706,45,EARLY
J0046,214,454,491,240,277,240,-8,10,0,8,18,4.589,1.1079,3.3667,46,EARLY
J0047,225,465,526,240,301,240,-8,10,9,8,18,4.589,1.1079,18.6162,48,EARLY
J0048,227,527,576,300,349,300,-8,0,0,8,18,4.589,1.1079,25.6391,42,EARLY
J0049,227,527,556,300,329,300,-8,10,9,8,18,4.589,1.1079,-14.0971,48,EARLY
J0050,242,482,503,240,261,240,-8,10,0,0,18,4.589,-1.5495,-2.0177,46,MID
J0051,243,483,504,240,261,240,-8,10,9,0,18,4.589,-1.5495,-11.4506,50,MID
J0052,245,545,579,300,334,300,-8,10,0,0,18,4.589,-1.5495,10.9823,45,MID
J0053,248,548,574,300,326,300,-8,10,9,0,18,4.589,-1.5495,-6.4319,49,MID
J0054,252,552,594,300,342,300,-8,10,9,0,18,4.589,-1.5495,9.5408,46,MID
J0055,252,552,594,300,342,300,6,0,9,0,18,4.589,-1.5495,5.7546,47,MID
J0056,252,492,509,240,257,240,-8,10,9,0,18,4.589,-1.5495,-15.3484,47,MID
J0057,255,555,553,300,298,300,6,0,0,0,18,4.589,-1.5495,-29.1863,43,MID
J0058,255,555,595,300,340,300,6,10,9,0,18,4.589,-1.5495,-6.1889,50,MID
J0059,256,496,532,240,276,240,-8,10,9,0,18,4.589,-1.5495,4.3346,46,MID
J0060,259,529,589,270,330,270,-8,10,9,0,18,4.589,-1.5495,28.0514,51,MID
J0061,260,530,560,270,300,270,-8,10,9,0,18,4.589,-1.5495,-2.3915,48,MID
J0062,260,560,573,300,313,300,-8,10,0,0,18,4.589,-1.5495,-10.3567,47,MID
J0063,264,564,596,300,332,300,6,10,0,0,18,4.589,-1.5495,-5.2339,45,MID
J0064,265,535,546,270,281,270,6,0,0,0,18,4.589,-1.5495,-15.5749,42,MID
J0065,272,572,601,300,329,300,6,5,9,0,18,4.589,-1.5495,-12.2855,42,MID
J0066,272,572,618,300,346,300,-8,5,9,0,18,4.589,-1.5495,18.6924,42,MID
J0067,276,516,526,240,250,240,-8,0,-5,0,18,4.589,-1.5495,2.1049,44,MID
J0068,276,576,630,300,354,300,6,0,9,0,18,4.589,-1.5495,18.0189,49,MID
J0069,292,592,616,300,324,300,6,10,0,0,18,4.589,-1.5495,-12.5842,43,MID
J0070,293,593,614,300,321,300,-8,10,0,0,18,4.589,-1.5495,-1.5475,45,MID
J0071,293,593,626,300,333,300,6,0,0,0,18,4.589,-1.5495,6.078,43,MID
J0072,293,593,631,300,338,300,-8,10,9,0,18,4.589,-1.5495,5.9713,48,MID
J0073,294,594,629,300,335,300,-8,10,0,0,18,4.589,-1.5495,11.7257,43,MID
J0074,318,618,625,300,307,300,6,0,0,0,18,4.589,-1.5495,-20.2972,45,MID
J0075,426,726,752,300,326,300,-8,0,9,0,18,4.589,-1.5495,4.0635,50,MID
J0076,429,729,761,300,332,300,6,0,9,0,18,4.589,-1.5495,-3.5758,46,MID
J0077,430,730,781,300,351,300,6,10,9,0,18,4.589,-1.5495,4.7695,50,MID
J0078,432,672,701,240,269,240,-8,10,-5,0,18,4.589,-1.5495,11.2007,45,MID
J0079,440,740,776,300,336,300,6,0,9,0,18,4.589,-1.5495,-0.096,47,MID
J0080,445,745,768,300,323,300,6,10,0,0,18,4.589,-1.5495,-14.0686,45,MID
J0081,448,748,783,300,335,300,6,10,9,0,18,4.589,-1.5495,-11.4028,50,MID
J0082,459,699,694,240,235,240,-8,0,0,0,18,4.589,-1.5495,-18.3196,40,MID
J0083,468,708,748,240,280,240,-8,0,0,0,18,4.589,-1.5495,26.9515,42,MID
J0084,474,774,763,300,289,300,-8,0,0,0,18,4.589,-1.5495,-23.6826,41,MID
J0085,475,715,711,240,236,240,-8,0,0,0,18,4.589,-1.5495,-17.3055,44,MID
J0086,477,777,806,300,329,300,6,5,0,0,18,4.589,-1.5495,-2.8103,38,MID
J0087,480,780,778,300,298,300,-8,10,-5,-12,18,4.589,-2.267,-7.5712,43,LATE
J0088,482,782,790,300,308,300,6,10,0,-12,18,4.589,-2.267,-16.7107,45,LATE
J0089,486,756,740,270,254,270,-8,0,0,-12,18,4.589,-2.267,-16.6651,42,LATE
J0090,488,758,755,270,267,270,-8,0,9,-12,18,4.589,-2.267,-12.1357,49,LATE
J0091,488,788,789,300,301,300,-8,0,9,-12,18,4.589,-2.267,-8.2644,46,LATE
J0092,489,759,767,270,278,270,-8,10,0,-12,18,4.589,-2.267,-2.782,43,LATE
J0093,494,794,819,300,325,300,6,0,9,-12,18,4.589,-2.267,1.8026,47,LATE
J0094,502,772,798,270,296,270,6,10,9,-12,18,4.589,-2.267,-7.4212,51,LATE
J0095,525,795,778,270,253,270,-8,0,0,-12,18,4.589,-2.267,-17.1659,45,LATE
J0096,530,770,801,240,271,240,-8,10,0,-12,18,4.589,-2.267,20.2557,45,LATE
